tier,eval_set,rule,threshold,coverage,risk
tier2,benchmark45,lac,-0.363425,0.955556,0.255814
tier2,benchmark45,lac,-0.366064,0.977778,0.25
tier2,benchmark45,lac,-0.382345,1.0,0.266667
tier2,benchmark45,margin,0.892886,0.022222,0.0
tier2,benchmark45,margin,0.876861,0.044444,0.0
tier2,benchmark45,margin,0.852315,0.066667,0.0
tier2,benchmark45,margin,0.848493,0.088889,0.0
tier2,benchmark45,margin,0.837248,0.111111,0.0
tier2,benchmark45,margin,0.802861,0.133333,0.0
tier2,benchmark45,margin,0.771173,0.155556,0.0
tier2,benchmark45,margin,0.722429,0.177778,0.0
tier2,benchmark45,margin,0.719917,0.2,0.0
tier2,benchmark45,margin,0.70977,0.222222,0.0
tier2,benchmark45,margin,0.647481,0.244444,0.0
tier2,benchmark45,margin,0.569435,0.266667,0.0
tier2,benchmark45,margin,0.558659,0.288889,0.0
tier2,benchmark45,margin,0.556816,0.311111,0.0
tier2,benchmark45,margin,0.522624,0.333333,0.0
tier2,benchmark45,margin,0.521711,0.355556,0.0625
tier2,benchmark45,margin,0.469354,0.377778,0.058824
tier2,benchmark45,margin,0.467329,0.4,0.111111
tier2,benchmark45,margin,0.451899,0.422222,0.105263
tier2,benchmark45,margin,0.447819,0.444444,0.1
tier2,benchmark45,margin,0.383768,0.466667,0.142857
tier2,benchmark45,margin,0.376069,0.488889,0.136364
tier2,benchmark45,margin,0.290361,0.511111,0.173913
tier2,benchmark45,margin,0.277679,0.533333,0.166667
tier2,benchmark45,margin,0.267631,0.555556,0.16
tier2,benchmark45,margin,0.25568,0.577778,0.192308
tier2,benchmark45,margin,0.250484,0.6,0.222222
tier2,benchmark45,margin,0.250191,0.622222,0.25
tier2,benchmark45,margin,0.219199,0.644444,0.275862
tier2,benchmark45,margin,0.199557,0.666667,0.266667
tier2,benchmark45,margin,0.191006,0.688889,0.290323
tier2,benchmark45,margin,0.148672,0.711111,0.28125
tier2,benchmark45,margin,0.148302,0.733333,0.272727
tier2,benchmark45,margin,0.130464,0.755556,0.264706
tier2,benchmark45,margin,0.115821,0.777778,0.257143
tier2,benchmark45,margin,0.106572,0.8,0.277778
tier2,benchmark45,margin,0.104437,0.822222,0.27027
tier2,benchmark45,margin,0.097361,0.844444,0.263158
tier2,benchmark45,margin,0.094675,0.866667,0.25641
tier2,benchmark45,margin,0.091,0.888889,0.25
tier2,benchmark45,margin,0.073899,0.911111,0.243902
tier2,benchmark45,margin,0.066591,0.933333,0.238095
tier2,benchmark45,margin,0.059539,0.955556,0.255814
tier2,benchmark45,margin,0.039778,0.977778,0.272727
tier2,benchmark45,margin,0.027283,1.0,0.266667
tier2,deployment175,aps,0.986585,0.005714,0.0
tier2,deployment175,aps,0.985096,0.011429,0.0
tier2,deployment175,aps,0.984656,0.017143,0.0
tier2,deployment175,aps,0.979534,0.022857,0.0
tier2,deployment175,aps,0.977181,0.028571,0.0
tier2,deployment175,aps,0.974031,0.034286,0.0
tier2,deployment175,aps,0.973713,0.04,0.0
tier2,deployment175,aps,0.972591,0.045714,0.0
tier2,deployment175,aps,0.965341,0.051429,0.0
tier2,deployment175,aps,0.961872,0.057143,0.0
tier2,deployment175,aps,0.960214,0.062857,0.0
tier2,deployment175,aps,0.95692,0.068571,0.0
tier2,deployment175,aps,0.955888,0.074286,0.0
tier2,deployment175,aps,0.955886,0.08,0.0
tier2,deployment175,aps,0.95529,0.085714,0.0
tier2,deployment175,aps,0.95463,0.091429,0.0
tier2,deployment175,aps,0.95249,0.097143,0.0
tier2,deployment175,aps,0.949754,0.102857,0.0
tier2,deployment175,aps,0.949142,0.108571,0.0
tier2,deployment175,aps,0.945649,0.114286,0.0
tier2,deployment175,aps,0.943719,0.12,0.0
tier2,deployment175,aps,0.939125,0.125714,0.0
tier2,deployment175,aps,0.938069,0.131429,0.0
tier2,deployment175,aps,0.937044,0.137143,0.0
tier2,deployment175,aps,0.930537,0.142857,0.0
tier2,deployment175,aps,0.929886,0.148571,0.0
tier2,deployment175,aps,0.927819,0.154286,0.0
tier2,deployment175,aps,0.916593,0.16,0.0
tier2,deployment175,aps,0.916342,0.165714,0.0
tier2,deployment175,aps,0.913379,0.171429,0.0
tier2,deployment175,aps,0.909592,0.177143,0.0
tier2,deployment175,aps,0.907989,0.182857,0.0
tier2,deployment175,aps,0.907084,0.188571,0.0
tier2,deployment175,aps,0.904951,0.194286,0.0
tier2,deployment175,aps,0.904675,0.2,0.0
tier2,deployment175,aps,0.904154,0.205714,0.0
tier2,deployment175,aps,0.904105,0.211429,0.0
tier2,deployment175,aps,0.902831,0.217143,0.026316
tier2,deployment175,aps,0.901722,0.222857,0.025641
tier2,deployment175,aps,0.901105,0.228571,0.025
tier2,deployment175,aps,0.901075,0.234286,0.02439
tier2,deployment175,aps,0.898791,0.24,0.047619
tier2,deployment175,aps,0.896776,0.245714,0.069767
tier2,deployment175,aps,0.894466,0.251429,0.068182
tier2,deployment175,aps,0.890473,0.257143,0.066667
tier2,deployment175,aps,0.890224,0.262857,0.086957
tier2,deployment175,aps,0.888361,0.268571,0.085106
tier2,deployment175,aps,0.887275,0.274286,0.083333
tier2,deployment175,aps,0.886224,0.28,0.081633
tier2,deployment175,aps,0.881727,0.285714,0.08
tier2,deployment175,aps,0.881361,0.291429,0.098039
tier2,deployment175,aps,0.879286,0.297143,0.115385
tier2,deployment175,aps,0.877181,0.302857,0.113208
tier2,deployment175,aps,0.874852,0.308571,0.111111
tier2,deployment175,aps,0.874474,0.314286,0.109091
tier2,deployment175,aps,0.866914,0.32,0.107143
tier2,deployment175,aps,0.863406,0.325714,0.105263
tier2,deployment175,aps,0.858516,0.331429,0.103448
tier2,deployment175,aps,0.857671,0.337143,0.101695
tier2,deployment175,aps,0.855939,0.342857,0.1
tier2,deployment175,aps,0.850802,0.348571,0.098361
tier2,deployment175,aps,0.843218,0.354286,0.096774
tier2,deployment175,aps,0.83948,0.36,0.095238
tier2,deployment175,aps,0.838898,0.365714,0.09375
tier2,deployment175,aps,0.834665,0.371429,0.092308
tier2,deployment175,aps,0.830421,0.377143,0.106061
tier2,deployment175,aps,0.828008,0.382857,0.104478
tier2,deployment175,aps,0.8262,0.388571,0.102941
tier2,deployment175,aps,0.824561,0.394286,0.101449
tier2,deployment175,aps,0.824229,0.4,0.1
tier2,deployment175,aps,0.823662,0.405714,0.098592
tier2,deployment175,aps,0.821792,0.411429,0.097222
tier2,deployment175,aps,0.820768,0.417143,0.09589
tier2,deployment175,aps,0.81167,0.422857,0.094595
tier2,deployment175,aps,0.810618,0.428571,0.106667
tier2,deployment175,aps,0.808438,0.434286,0.105263
tier2,deployment175,aps,0.80807,0.44,0.103896
tier2,deployment175,aps,0.806099,0.445714,0.102564
tier2,deployment175,aps,0.804954,0.451429,0.113924
tier2,deployment175,aps,0.801342,0.457143,0.1125
tier2,deployment175,aps,0.795766,0.462857,0.111111
tier2,deployment175,aps,0.794951,0.468571,0.109756
tier2,deployment175,aps,0.79101,0.474286,0.108434
tier2,deployment175,aps,0.790942,0.48,0.107143
tier2,deployment175,aps,0.790294,0.485714,0.105882
tier2,deployment175,aps,0.790105,0.491429,0.104651
tier2,deployment175,aps,0.789551,0.497143,0.114943
tier2,deployment175,aps,0.789069,0.502857,0.113636
tier2,deployment175,aps,0.78829,0.508571,0.11236
tier2,deployment175,aps,0.787791,0.514286,0.111111
tier2,deployment175,aps,0.78746,0.52,0.10989
tier2,deployment175,aps,0.784361,0.525714,0.108696
tier2,deployment175,aps,0.773756,0.531429,0.107527
tier2,deployment175,aps,0.768709,0.537143,0.117021
tier2,deployment175,aps,0.767164,0.542857,0.115789
tier2,deployment175,aps,0.756807,0.548571,0.125
tier2,deployment175,aps,0.756653,0.554286,0.123711
tier2,deployment175,aps,0.752419,0.56,0.122449
tier2,deployment175,aps,0.74717,0.565714,0.121212
tier2,deployment175,aps,0.74582,0.571429,0.12
tier2,deployment175,aps,0.74559,0.577143,0.118812
tier2,deployment175,aps,0.744683,0.582857,0.117647
tier2,deployment175,aps,0.744179,0.588571,0.116505
tier2,deployment175,aps,0.743252,0.594286,0.115385
tier2,deployment175,aps,0.742733,0.6,0.114286
tier2,deployment175,aps,0.740251,0.605714,0.122642
tier2,deployment175,aps,0.739144,0.611429,0.121495
tier2,deployment175,aps,0.733535,0.617143,0.12037
tier2,deployment175,aps,0.724517,0.622857,0.119266
tier2,deployment175,aps,0.723505,0.628571,0.118182
tier2,deployment175,aps,0.722985,0.634286,0.126126
tier2,deployment175,aps,0.72103,0.64,0.133929
tier2,deployment175,aps,0.716996,0.645714,0.141593
tier2,deployment175,aps,0.716539,0.651429,0.149123
tier2,deployment175,aps,0.713392,0.657143,0.147826
tier2,deployment175,aps,0.712278,0.662857,0.146552
tier2,deployment175,aps,0.71205,0.668571,0.153846
tier2,deployment175,aps,0.710166,0.674286,0.152542
tier2,deployment175,aps,0.709714,0.68,0.151261
tier2,deployment175,aps,0.708979,0.685714,0.15
tier2,deployment175,aps,0.707489,0.691429,0.157025
tier2,deployment175,aps,0.70658,0.697143,0.163934
tier2,deployment175,aps,0.702278,0.702857,0.162602
tier2,deployment175,aps,0.701593,0.708571,0.16129
tier2,deployment175,aps,0.697978,0.714286,0.16
tier2,deployment175,aps,0.694932,0.72,0.15873
tier2,deployment175,aps,0.694434,0.725714,0.165354
tier2,deployment175,aps,0.69376,0.731429,0.164062
tier2,deployment175,aps,0.686833,0.737143,0.170543
tier2,deployment175,aps,0.682889,0.742857,0.169231
tier2,deployment175,aps,0.682869,0.748571,0.175573
tier2,deployment175,aps,0.682458,0.754286,0.181818
tier2,deployment175,aps,0.682161,0.76,0.180451
tier2,deployment175,aps,0.670349,0.765714,0.186567
tier2,deployment175,aps,0.666931,0.771429,0.192593
tier2,deployment175,aps,0.665656,0.777143,0.198529
tier2,deployment175,aps,0.664974,0.782857,0.20438
tier2,deployment175,aps,0.658808,0.788571,0.202899
tier2,deployment175,aps,0.655813,0.794286,0.201439
tier2,deployment175,aps,0.654733,0.8,0.207143
tier2,deployment175,aps,0.653324,0.805714,0.212766
tier2,deployment175,aps,0.652515,0.811429,0.211268
tier2,deployment175,aps,0.652495,0.817143,0.20979
tier2,deployment175,aps,0.646395,0.822857,0.215278
tier2,deployment175,aps,0.640091,0.828571,0.213793
tier2,deployment175,aps,0.638197,0.834286,0.212329
tier2,deployment175,aps,0.631418,0.84,0.210884
tier2,deployment175,aps,0.628386,0.845714,0.209459
tier2,deployment175,aps,0.624674,0.851429,0.208054
tier2,deployment175,aps,0.621407,0.857143,0.206667
tier2,deployment175,aps,0.616004,0.862857,0.205298
tier2,deployment175,aps,0.613916,0.868571,0.210526
tier2,deployment175,aps,0.612954,0.874286,0.215686
tier2,deployment175,aps,0.604406,0.88,0.220779
tier2,deployment175,aps,0.604394,0.885714,0.225806
tier2,deployment175,aps,0.600344,0.891429,0.224359
tier2,deployment175,aps,0.598337,0.897143,0.229299
tier2,deployment175,aps,0.593936,0.902857,0.227848
tier2,deployment175,aps,0.593324,0.908571,0.226415
tier2,deployment175,aps,0.593147,0.914286,0.225
tier2,deployment175,aps,0.587744,0.92,0.229814
tier2,deployment175,aps,0.58643,0.925714,0.234568
tier2,deployment175,aps,0.585347,0.931429,0.233129
tier2,deployment175,aps,0.584348,0.937143,0.231707
tier2,deployment175,aps,0.581913,0.942857,0.236364
tier2,deployment175,aps,0.581588,0.948571,0.240964
tier2,deployment175,aps,0.555209,0.954286,0.239521
tier2,deployment175,aps,0.550654,0.96,0.244048
tier2,deployment175,aps,0.546206,0.965714,0.242604
tier2,deployment175,aps,0.53976,0.971429,0.241176
tier2,deployment175,aps,0.529337,0.977143,0.239766
tier2,deployment175,aps,0.526364,0.982857,0.244186
tier2,deployment175,aps,0.522227,0.988571,0.248555
tier2,deployment175,aps,0.497997,0.994286,0.247126
tier2,deployment175,aps,0.398487,1.0,0.245714
tier2,deployment175,confidence,0.974728,0.005714,0.0
tier2,deployment175,confidence,0.97004,0.011429,0.0
tier2,deployment175,confidence,0.96975,0.017143,0.0
tier2,deployment175,confidence,0.961376,0.022857,0.0
tier2,deployment175,confidence,0.954493,0.028571,0.0
tier2,deployment175,confidence,0.954354,0.034286,0.0
tier2,deployment175,confidence,0.945422,0.04,0.0
tier2,deployment175,confidence,0.940169,0.045714,0.0
tier2,deployment175,confidence,0.935735,0.051429,0.0
tier2,deployment175,confidence,0.933174,0.057143,0.0
tier2,deployment175,confidence,0.932023,0.062857,0.0
tier2,deployment175,confidence,0.926276,0.068571,0.0
tier2,deployment175,confidence,0.926005,0.074286,0.0
tier2,deployment175,confidence,0.925947,0.08,0.0
tier2,deployment175,confidence,0.921914,0.085714,0.0
tier2,deployment175,confidence,0.915109,0.091429,0.0
tier2,deployment175,confidence,0.912677,0.097143,0.0
tier2,deployment175,confidence,0.908943,0.102857,0.0
tier2,deployment175,confidence,0.908428,0.108571,0.0
tier2,deployment175,confidence,0.902468,0.114286,0.0
tier2,deployment175,confidence,0.896707,0.12,0.0
tier2,deployment175,confidence,0.887662,0.125714,0.0
tier2,deployment175,confidence,0.886981,0.131429,0.0
tier2,deployment175,confidence,0.884656,0.137143,0.0
tier2,deployment175,confidence,0.871157,0.142857,0.0
tier2,deployment175,confidence,0.864297,0.148571,0.0
tier2,deployment175,confidence,0.863796,0.154286,0.0
tier2,deployment175,confidence,0.855394,0.16,0.0
tier2,deployment175,confidence,0.853506,0.165714,0.0
tier2,deployment175,confidence,0.844472,0.171429,0.0
tier2,deployment175,confidence,0.843605,0.177143,0.0
tier2,deployment175,confidence,0.82876,0.182857,0.0
tier2,deployment175,confidence,0.825559,0.188571,0.0
tier2,deployment175,confidence,0.82082,0.194286,0.0
tier2,deployment175,confidence,0.809229,0.2,0.0
tier2,deployment175,confidence,0.806624,0.205714,0.0
tier2,deployment175,confidence,0.799124,0.211429,0.0
tier2,deployment175,confidence,0.793115,0.217143,0.0
tier2,deployment175,confidence,0.772521,0.222857,0.0
tier2,deployment175,confidence,0.770573,0.228571,0.0
tier2,deployment175,confidence,0.760063,0.234286,0.0
tier2,deployment175,confidence,0.759461,0.24,0.0
tier2,deployment175,confidence,0.756058,0.245714,0.0
tier2,deployment175,confidence,0.754707,0.251429,0.0
tier2,deployment175,confidence,0.747242,0.257143,0.0
tier2,deployment175,confidence,0.744935,0.262857,0.0
tier2,deployment175,confidence,0.739315,0.268571,0.021277
tier2,deployment175,confidence,0.736428,0.274286,0.020833
tier2,deployment175,confidence,0.735939,0.28,0.020408
tier2,deployment175,confidence,0.733148,0.285714,0.02
tier2,deployment175,confidence,0.728186,0.291429,0.019608
tier2,deployment175,confidence,0.72092,0.297143,0.019231
tier2,deployment175,confidence,0.718416,0.302857,0.018868
tier2,deployment175,confidence,0.698449,0.308571,0.018519
tier2,deployment175,confidence,0.689749,0.314286,0.036364
tier2,deployment175,confidence,0.679567,0.32,0.035714
tier2,deployment175,confidence,0.666753,0.325714,0.035088
tier2,deployment175,confidence,0.665941,0.331429,0.034483
tier2,deployment175,confidence,0.66533,0.337143,0.050847
tier2,deployment175,confidence,0.662861,0.342857,0.066667
tier2,deployment175,confidence,0.660232,0.348571,0.065574
tier2,deployment175,confidence,0.655854,0.354286,0.064516
tier2,deployment175,confidence,0.653263,0.36,0.063492
tier2,deployment175,confidence,0.651177,0.365714,0.0625
tier2,deployment175,confidence,0.649894,0.371429,0.061538
tier2,deployment175,confidence,0.647597,0.377143,0.075758
tier2,deployment175,confidence,0.641166,0.382857,0.074627
tier2,deployment175,confidence,0.637817,0.388571,0.073529
tier2,deployment175,confidence,0.634905,0.394286,0.072464
tier2,deployment175,confidence,0.634712,0.4,0.071429
tier2,deployment175,confidence,0.609009,0.405714,0.070423
tier2,deployment175,confidence,0.605691,0.411429,0.069444
tier2,deployment175,confidence,0.603232,0.417143,0.068493
tier2,deployment175,confidence,0.595338,0.422857,0.067568
tier2,deployment175,confidence,0.595312,0.428571,0.066667
tier2,deployment175,confidence,0.588136,0.434286,0.065789
tier2,deployment175,confidence,0.587779,0.44,0.064935
tier2,deployment175,confidence,0.587039,0.445714,0.064103
tier2,deployment175,confidence,0.579832,0.451429,0.063291
tier2,deployment175,confidence,0.575385,0.457143,0.075
tier2,deployment175,confidence,0.571007,0.462857,0.074074
tier2,deployment175,confidence,0.569563,0.468571,0.073171
tier2,deployment175,confidence,0.554772,0.474286,0.072289
tier2,deployment175,confidence,0.547751,0.48,0.071429
tier2,deployment175,confidence,0.547065,0.485714,0.082353
tier2,deployment175,confidence,0.541289,0.491429,0.093023
tier2,deployment175,confidence,0.541021,0.497143,0.103448
tier2,deployment175,confidence,0.538919,0.502857,0.113636
tier2,deployment175,confidence,0.537488,0.508571,0.123596
tier2,deployment175,confidence,0.535241,0.514286,0.122222
tier2,deployment175,confidence,0.532861,0.52,0.120879
tier2,deployment175,confidence,0.531492,0.525714,0.119565
tier2,deployment175,confidence,0.530189,0.531429,0.11828
tier2,deployment175,confidence,0.523015,0.537143,0.117021
tier2,deployment175,confidence,0.522149,0.542857,0.115789
tier2,deployment175,confidence,0.520232,0.548571,0.114583
tier2,deployment175,confidence,0.514941,0.554286,0.123711
tier2,deployment175,confidence,0.512188,0.56,0.122449
tier2,deployment175,confidence,0.501661,0.565714,0.131313
tier2,deployment175,confidence,0.501469,0.571429,0.13
tier2,deployment175,confidence,0.498009,0.577143,0.128713
tier2,deployment175,confidence,0.496356,0.582857,0.127451
tier2,deployment175,confidence,0.495896,0.588571,0.135922
tier2,deployment175,confidence,0.495676,0.594286,0.134615
tier2,deployment175,confidence,0.492686,0.6,0.133333
tier2,deployment175,confidence,0.492019,0.605714,0.132075
tier2,deployment175,confidence,0.490058,0.611429,0.130841
tier2,deployment175,confidence,0.485132,0.617143,0.138889
tier2,deployment175,confidence,0.483883,0.622857,0.137615
tier2,deployment175,confidence,0.481564,0.628571,0.145455
tier2,deployment175,confidence,0.467135,0.634286,0.153153
tier2,deployment175,confidence,0.466573,0.64,0.151786
tier2,deployment175,confidence,0.466486,0.645714,0.159292
tier2,deployment175,confidence,0.465713,0.651429,0.157895
tier2,deployment175,confidence,0.458191,0.657143,0.156522
tier2,deployment175,confidence,0.457953,0.662857,0.155172
tier2,deployment175,confidence,0.456764,0.668571,0.153846
tier2,deployment175,confidence,0.455954,0.674286,0.152542
tier2,deployment175,confidence,0.449235,0.68,0.151261
tier2,deployment175,confidence,0.445315,0.685714,0.158333
tier2,deployment175,confidence,0.43838,0.691429,0.157025
tier2,deployment175,confidence,0.437314,0.697143,0.155738
tier2,deployment175,confidence,0.434294,0.702857,0.162602
tier2,deployment175,confidence,0.429117,0.708571,0.16129
tier2,deployment175,confidence,0.426481,0.714286,0.16
tier2,deployment175,confidence,0.421339,0.72,0.15873
tier2,deployment175,confidence,0.418902,0.725714,0.165354
tier2,deployment175,confidence,0.418849,0.731429,0.171875
tier2,deployment175,confidence,0.418004,0.737143,0.170543
tier2,deployment175,confidence,0.412307,0.742857,0.169231
tier2,deployment175,confidence,0.411365,0.748571,0.167939
tier2,deployment175,confidence,0.411239,0.754286,0.166667
tier2,deployment175,confidence,0.410547,0.76,0.165414
tier2,deployment175,confidence,0.409366,0.765714,0.171642
tier2,deployment175,confidence,0.409083,0.771429,0.177778
tier2,deployment175,confidence,0.408431,0.777143,0.176471
tier2,deployment175,confidence,0.40701,0.782857,0.182482
tier2,deployment175,confidence,0.40204,0.788571,0.188406
tier2,deployment175,confidence,0.401372,0.794286,0.194245
tier2,deployment175,confidence,0.399585,0.8,0.2
tier2,deployment175,confidence,0.396869,0.805714,0.198582
tier2,deployment175,confidence,0.395876,0.811429,0.204225
tier2,deployment175,confidence,0.390546,0.817143,0.202797
tier2,deployment175,confidence,0.389352,0.822857,0.201389
tier2,deployment175,confidence,0.387852,0.828571,0.206897
tier2,deployment175,confidence,0.383101,0.834286,0.205479
tier2,deployment175,confidence,0.382136,0.84,0.210884
tier2,deployment175,confidence,0.37886,0.845714,0.216216
tier2,deployment175,confidence,0.378577,0.851429,0.214765
tier2,deployment175,confidence,0.377837,0.857143,0.213333
tier2,deployment175,confidence,0.376705,0.862857,0.211921
tier2,deployment175,confidence,0.375583,0.868571,0.210526
tier2,deployment175,confidence,0.373504,0.874286,0.20915
tier2,deployment175,confidence,0.372631,0.88,0.207792
tier2,deployment175,confidence,0.372564,0.885714,0.206452
tier2,deployment175,confidence,0.371721,0.891429,0.211538
tier2,deployment175,confidence,0.364071,0.897143,0.216561
tier2,deployment175,confidence,0.355862,0.902857,0.21519
tier2,deployment175,confidence,0.354965,0.908571,0.213836
tier2,deployment175,confidence,0.345139,0.914286,0.2125
tier2,deployment175,confidence,0.332081,0.92,0.21118
tier2,deployment175,confidence,0.326504,0.925714,0.216049
tier2,deployment175,confidence,0.324989,0.931429,0.220859
tier2,deployment175,confidence,0.32442,0.937143,0.22561
tier2,deployment175,confidence,0.315958,0.942857,0.230303
tier2,deployment175,confidence,0.315139,0.948571,0.23494
tier2,deployment175,confidence,0.307478,0.954286,0.239521
tier2,deployment175,confidence,0.292552,0.96,0.244048
tier2,deployment175,confidence,0.291043,0.965714,0.242604
tier2,deployment175,confidence,0.291015,0.971429,0.247059
tier2,deployment175,confidence,0.288239,0.977143,0.245614
tier2,deployment175,confidence,0.285634,0.982857,0.244186
tier2,deployment175,confidence,0.275973,0.988571,0.242775
tier2,deployment175,confidence,0.269665,0.994286,0.247126
tier2,deployment175,confidence,0.20993,1.0,0.245714
tier2,deployment175,lac,-0.009785,0.005714,0.0
tier2,deployment175,lac,-0.010368,0.011429,0.0
tier2,deployment175,lac,-0.016545,0.017143,0.0
tier2,deployment175,lac,-0.016751,0.022857,0.0
tier2,deployment175,lac,-0.019538,0.028571,0.0
tier2,deployment175,lac,-0.022607,0.034286,0.0
tier2,deployment175,lac,-0.022828,0.04,0.0
tier2,deployment175,lac,-0.02328,0.045714,0.0
tier2,deployment175,lac,-0.026484,0.051429,0.0
tier2,deployment175,lac,-0.02704,0.057143,0.0
tier2,deployment175,lac,-0.027169,0.062857,0.0
tier2,deployment175,lac,-0.02961,0.068571,0.0
tier2,deployment175,lac,-0.029641,0.074286,0.0
tier2,deployment175,lac,-0.029941,0.08,0.0
tier2,deployment175,lac,-0.034776,0.085714,0.0
tier2,deployment175,lac,-0.035927,0.091429,0.0
tier2,deployment175,lac,-0.036657,0.097143,0.0
tier2,deployment175,lac,-0.037076,0.102857,0.0
tier2,deployment175,lac,-0.037978,0.108571,0.0
tier2,deployment175,lac,-0.039958,0.114286,0.0
tier2,deployment175,lac,-0.041155,0.12,0.0
tier2,deployment175,lac,-0.046327,0.125714,0.0
tier2,deployment175,lac,-0.050232,0.131429,0.0
tier2,deployment175,lac,-0.052388,0.137143,0.0
tier2,deployment175,lac,-0.054483,0.142857,0.0
tier2,deployment175,lac,-0.05747,0.148571,0.0
tier2,deployment175,lac,-0.057685,0.154286,0.0
tier2,deployment175,lac,-0.057987,0.16,0.0
tier2,deployment175,lac,-0.058582,0.165714,0.0
tier2,deployment175,lac,-0.062161,0.171429,0.0
tier2,deployment175,lac,-0.065404,0.177143,0.0
tier2,deployment175,lac,-0.06624,0.182857,0.0
tier2,deployment175,lac,-0.079116,0.188571,0.0
tier2,deployment175,lac,-0.08284,0.194286,0.0
tier2,deployment175,lac,-0.082925,0.2,0.0
tier2,deployment175,lac,-0.084619,0.205714,0.0
tier2,deployment175,lac,-0.085414,0.211429,0.0
tier2,deployment175,lac,-0.088152,0.217143,0.0
tier2,deployment175,lac,-0.08925,0.222857,0.0
tier2,deployment175,lac,-0.090885,0.228571,0.0
tier2,deployment175,lac,-0.092493,0.234286,0.0
tier2,deployment175,lac,-0.094545,0.24,0.0
tier2,deployment175,lac,-0.098453,0.245714,0.0
tier2,deployment175,lac,-0.099802,0.251429,0.022727
tier2,deployment175,lac,-0.102742,0.257143,0.022222
tier2,deployment175,lac,-0.107279,0.262857,0.021739
tier2,deployment175,lac,-0.109274,0.268571,0.021277
tier2,deployment175,lac,-0.110538,0.274286,0.020833
tier2,deployment175,lac,-0.116477,0.28,0.020408
tier2,deployment175,lac,-0.121194,0.285714,0.02
tier2,deployment175,lac,-0.124523,0.291429,0.019608
tier2,deployment175,lac,-0.128837,0.297143,0.019231
tier2,deployment175,lac,-0.128899,0.302857,0.018868
tier2,deployment175,lac,-0.12994,0.308571,0.018519
tier2,deployment175,lac,-0.133582,0.314286,0.018182
tier2,deployment175,lac,-0.142046,0.32,0.035714
tier2,deployment175,lac,-0.142093,0.325714,0.052632
tier2,deployment175,lac,-0.144917,0.331429,0.051724
tier2,deployment175,lac,-0.145299,0.337143,0.050847
tier2,deployment175,lac,-0.149398,0.342857,0.05
tier2,deployment175,lac,-0.154945,0.348571,0.04918
tier2,deployment175,lac,-0.155694,0.354286,0.048387
tier2,deployment175,lac,-0.161813,0.36,0.047619
tier2,deployment175,lac,-0.162067,0.365714,0.046875
tier2,deployment175,lac,-0.16628,0.371429,0.046154
tier2,deployment175,lac,-0.169591,0.377143,0.045455
tier2,deployment175,lac,-0.170745,0.382857,0.044776
tier2,deployment175,lac,-0.173465,0.388571,0.044118
tier2,deployment175,lac,-0.174583,0.394286,0.043478
tier2,deployment175,lac,-0.174925,0.4,0.042857
tier2,deployment175,lac,-0.174926,0.405714,0.042254
tier2,deployment175,lac,-0.176916,0.411429,0.041667
tier2,deployment175,lac,-0.177064,0.417143,0.054795
tier2,deployment175,lac,-0.177607,0.422857,0.054054
tier2,deployment175,lac,-0.177747,0.428571,0.053333
tier2,deployment175,lac,-0.179842,0.434286,0.065789
tier2,deployment175,lac,-0.181964,0.44,0.077922
tier2,deployment175,lac,-0.18211,0.445714,0.089744
tier2,deployment175,lac,-0.183063,0.451429,0.088608
tier2,deployment175,lac,-0.183975,0.457143,0.0875
tier2,deployment175,lac,-0.184199,0.462857,0.08642
tier2,deployment175,lac,-0.185058,0.468571,0.085366
tier2,deployment175,lac,-0.185978,0.474286,0.084337
tier2,deployment175,lac,-0.188557,0.48,0.083333
tier2,deployment175,lac,-0.189849,0.485714,0.082353
tier2,deployment175,lac,-0.191243,0.491429,0.081395
tier2,deployment175,lac,-0.193324,0.497143,0.091954
tier2,deployment175,lac,-0.194948,0.502857,0.090909
tier2,deployment175,lac,-0.196297,0.508571,0.101124
tier2,deployment175,lac,-0.202676,0.514286,0.1
tier2,deployment175,lac,-0.206511,0.52,0.098901
tier2,deployment175,lac,-0.206578,0.525714,0.097826
tier2,deployment175,lac,-0.206815,0.531429,0.096774
tier2,deployment175,lac,-0.206954,0.537143,0.095745
tier2,deployment175,lac,-0.209866,0.542857,0.105263
tier2,deployment175,lac,-0.210835,0.548571,0.104167
tier2,deployment175,lac,-0.211178,0.554286,0.103093
tier2,deployment175,lac,-0.211822,0.56,0.102041
tier2,deployment175,lac,-0.214127,0.565714,0.10101
tier2,deployment175,lac,-0.216294,0.571429,0.1
tier2,deployment175,lac,-0.219698,0.577143,0.108911
tier2,deployment175,lac,-0.220192,0.582857,0.107843
tier2,deployment175,lac,-0.220439,0.588571,0.116505
tier2,deployment175,lac,-0.224895,0.594286,0.125
tier2,deployment175,lac,-0.225034,0.6,0.133333
tier2,deployment175,lac,-0.22531,0.605714,0.141509
tier2,deployment175,lac,-0.226207,0.611429,0.140187
tier2,deployment175,lac,-0.226652,0.617143,0.138889
tier2,deployment175,lac,-0.231212,0.622857,0.146789
tier2,deployment175,lac,-0.235522,0.628571,0.145455
tier2,deployment175,lac,-0.237285,0.634286,0.144144
tier2,deployment175,lac,-0.237313,0.64,0.151786
tier2,deployment175,lac,-0.240231,0.645714,0.150442
tier2,deployment175,lac,-0.244702,0.651429,0.149123
tier2,deployment175,lac,-0.245379,0.657143,0.147826
