tier,eval_set,rule,threshold,coverage,risk
tier1,deployment175,confidence,0.245396,0.857143,0.433333
tier1,deployment175,confidence,0.244041,0.862857,0.437086
tier1,deployment175,confidence,0.243485,0.868571,0.440789
tier1,deployment175,confidence,0.242821,0.874286,0.444444
tier1,deployment175,confidence,0.241103,0.88,0.441558
tier1,deployment175,confidence,0.240869,0.885714,0.43871
tier1,deployment175,confidence,0.239268,0.891429,0.442308
tier1,deployment175,confidence,0.237431,0.897143,0.44586
tier1,deployment175,confidence,0.234087,0.902857,0.449367
tier1,deployment175,confidence,0.23403,0.908571,0.45283
tier1,deployment175,confidence,0.233874,0.914286,0.45625
tier1,deployment175,confidence,0.232334,0.92,0.459627
tier1,deployment175,confidence,0.230943,0.925714,0.462963
tier1,deployment175,confidence,0.227454,0.931429,0.466258
tier1,deployment175,confidence,0.22743,0.937143,0.463415
tier1,deployment175,confidence,0.22592,0.942857,0.466667
tier1,deployment175,confidence,0.225366,0.948571,0.46988
tier1,deployment175,confidence,0.224001,0.954286,0.473054
tier1,deployment175,confidence,0.223975,0.96,0.470238
tier1,deployment175,confidence,0.223112,0.965714,0.467456
tier1,deployment175,confidence,0.222282,0.971429,0.470588
tier1,deployment175,confidence,0.218277,0.977143,0.473684
tier1,deployment175,confidence,0.215984,0.982857,0.476744
tier1,deployment175,confidence,0.210261,0.988571,0.479769
tier1,deployment175,confidence,0.207647,0.994286,0.477011
tier1,deployment175,confidence,0.183372,1.0,0.48
tier1,deployment175,lac,-0.032733,0.005714,0.0
tier1,deployment175,lac,-0.03905,0.011429,0.0
tier1,deployment175,lac,-0.046802,0.017143,0.0
tier1,deployment175,lac,-0.049248,0.022857,0.0
tier1,deployment175,lac,-0.05559,0.028571,0.0
tier1,deployment175,lac,-0.065132,0.034286,0.0
tier1,deployment175,lac,-0.066805,0.04,0.142857
tier1,deployment175,lac,-0.06972,0.045714,0.125
tier1,deployment175,lac,-0.073388,0.051429,0.111111
tier1,deployment175,lac,-0.083674,0.057143,0.1
tier1,deployment175,lac,-0.084958,0.062857,0.090909
tier1,deployment175,lac,-0.086489,0.068571,0.083333
tier1,deployment175,lac,-0.088931,0.074286,0.076923
tier1,deployment175,lac,-0.089569,0.08,0.071429
tier1,deployment175,lac,-0.089931,0.085714,0.066667
tier1,deployment175,lac,-0.091038,0.091429,0.0625
tier1,deployment175,lac,-0.096904,0.097143,0.117647
tier1,deployment175,lac,-0.098529,0.102857,0.111111
tier1,deployment175,lac,-0.100775,0.108571,0.157895
tier1,deployment175,lac,-0.102458,0.114286,0.15
tier1,deployment175,lac,-0.102815,0.12,0.142857
tier1,deployment175,lac,-0.10382,0.125714,0.136364
tier1,deployment175,lac,-0.103977,0.131429,0.130435
tier1,deployment175,lac,-0.105194,0.137143,0.125
tier1,deployment175,lac,-0.105462,0.142857,0.12
tier1,deployment175,lac,-0.125177,0.148571,0.115385
tier1,deployment175,lac,-0.127341,0.154286,0.148148
tier1,deployment175,lac,-0.127432,0.16,0.142857
tier1,deployment175,lac,-0.129439,0.165714,0.137931
tier1,deployment175,lac,-0.12972,0.171429,0.166667
tier1,deployment175,lac,-0.129907,0.177143,0.16129
tier1,deployment175,lac,-0.131596,0.182857,0.15625
tier1,deployment175,lac,-0.13202,0.188571,0.151515
tier1,deployment175,lac,-0.132398,0.194286,0.176471
tier1,deployment175,lac,-0.133466,0.2,0.171429
tier1,deployment175,lac,-0.13352,0.205714,0.194444
tier1,deployment175,lac,-0.13441,0.211429,0.216216
tier1,deployment175,lac,-0.135991,0.217143,0.210526
tier1,deployment175,lac,-0.141853,0.222857,0.230769
tier1,deployment175,lac,-0.142976,0.228571,0.25
tier1,deployment175,lac,-0.143325,0.234286,0.243902
tier1,deployment175,lac,-0.145606,0.24,0.261905
tier1,deployment175,lac,-0.145749,0.245714,0.255814
tier1,deployment175,lac,-0.149661,0.251429,0.25
tier1,deployment175,lac,-0.152913,0.257143,0.244444
tier1,deployment175,lac,-0.154409,0.262857,0.26087
tier1,deployment175,lac,-0.154472,0.268571,0.276596
tier1,deployment175,lac,-0.154996,0.274286,0.291667
tier1,deployment175,lac,-0.157166,0.28,0.285714
tier1,deployment175,lac,-0.157429,0.285714,0.28
tier1,deployment175,lac,-0.160008,0.291429,0.27451
tier1,deployment175,lac,-0.160233,0.297143,0.269231
tier1,deployment175,lac,-0.16049,0.302857,0.283019
tier1,deployment175,lac,-0.161149,0.308571,0.277778
tier1,deployment175,lac,-0.162669,0.314286,0.290909
tier1,deployment175,lac,-0.163118,0.32,0.303571
tier1,deployment175,lac,-0.164672,0.325714,0.298246
tier1,deployment175,lac,-0.164875,0.331429,0.293103
tier1,deployment175,lac,-0.165095,0.337143,0.288136
tier1,deployment175,lac,-0.16667,0.342857,0.3
tier1,deployment175,lac,-0.167893,0.348571,0.311475
tier1,deployment175,lac,-0.169689,0.354286,0.322581
tier1,deployment175,lac,-0.170027,0.36,0.333333
tier1,deployment175,lac,-0.170422,0.365714,0.34375
tier1,deployment175,lac,-0.170522,0.371429,0.353846
tier1,deployment175,lac,-0.170986,0.377143,0.363636
tier1,deployment175,lac,-0.171034,0.382857,0.358209
tier1,deployment175,lac,-0.17138,0.388571,0.352941
tier1,deployment175,lac,-0.1721,0.394286,0.347826
tier1,deployment175,lac,-0.172221,0.4,0.357143
tier1,deployment175,lac,-0.172403,0.405714,0.352113
tier1,deployment175,lac,-0.172529,0.411429,0.347222
tier1,deployment175,lac,-0.173316,0.417143,0.356164
tier1,deployment175,lac,-0.173907,0.422857,0.364865
tier1,deployment175,lac,-0.174453,0.428571,0.373333
tier1,deployment175,lac,-0.175213,0.434286,0.381579
tier1,deployment175,lac,-0.176711,0.44,0.38961
tier1,deployment175,lac,-0.177104,0.445714,0.397436
tier1,deployment175,lac,-0.177739,0.451429,0.405063
tier1,deployment175,lac,-0.178839,0.457143,0.4125
tier1,deployment175,lac,-0.180258,0.462857,0.407407
tier1,deployment175,lac,-0.180669,0.468571,0.402439
tier1,deployment175,lac,-0.180752,0.474286,0.409639
tier1,deployment175,lac,-0.18086,0.48,0.404762
tier1,deployment175,lac,-0.18113,0.485714,0.4
tier1,deployment175,lac,-0.181194,0.491429,0.406977
tier1,deployment175,lac,-0.182646,0.497143,0.402299
tier1,deployment175,lac,-0.184041,0.502857,0.409091
tier1,deployment175,lac,-0.184368,0.508571,0.41573
tier1,deployment175,lac,-0.185068,0.514286,0.411111
tier1,deployment175,lac,-0.185082,0.52,0.417582
tier1,deployment175,lac,-0.18523,0.525714,0.413043
tier1,deployment175,lac,-0.185273,0.531429,0.419355
tier1,deployment175,lac,-0.185767,0.537143,0.425532
tier1,deployment175,lac,-0.186421,0.542857,0.421053
tier1,deployment175,lac,-0.18718,0.548571,0.427083
tier1,deployment175,lac,-0.187212,0.554286,0.43299
tier1,deployment175,lac,-0.188002,0.56,0.438776
tier1,deployment175,lac,-0.188126,0.565714,0.444444
tier1,deployment175,lac,-0.189692,0.571429,0.44
tier1,deployment175,lac,-0.190365,0.577143,0.445545
tier1,deployment175,lac,-0.190721,0.582857,0.45098
tier1,deployment175,lac,-0.190771,0.588571,0.456311
tier1,deployment175,lac,-0.190797,0.594286,0.451923
tier1,deployment175,lac,-0.191266,0.6,0.447619
tier1,deployment175,lac,-0.191782,0.605714,0.443396
tier1,deployment175,lac,-0.191935,0.611429,0.439252
tier1,deployment175,lac,-0.192161,0.617143,0.435185
tier1,deployment175,lac,-0.192367,0.622857,0.431193
tier1,deployment175,lac,-0.193159,0.628571,0.436364
tier1,deployment175,lac,-0.19341,0.634286,0.441441
tier1,deployment175,lac,-0.193614,0.64,0.4375
tier1,deployment175,lac,-0.193648,0.645714,0.433628
tier1,deployment175,lac,-0.193792,0.651429,0.438596
tier1,deployment175,lac,-0.193852,0.657143,0.434783
tier1,deployment175,lac,-0.19547,0.662857,0.431034
tier1,deployment175,lac,-0.196559,0.668571,0.435897
tier1,deployment175,lac,-0.196609,0.674286,0.432203
tier1,deployment175,lac,-0.197023,0.68,0.436975
tier1,deployment175,lac,-0.198141,0.685714,0.441667
tier1,deployment175,lac,-0.199707,0.691429,0.446281
tier1,deployment175,lac,-0.201256,0.697143,0.45082
tier1,deployment175,lac,-0.202743,0.702857,0.455285
tier1,deployment175,lac,-0.203069,0.708571,0.459677
tier1,deployment175,lac,-0.206173,0.714286,0.464
tier1,deployment175,lac,-0.206933,0.72,0.460317
tier1,deployment175,lac,-0.207186,0.725714,0.456693
tier1,deployment175,lac,-0.209056,0.731429,0.460938
tier1,deployment175,lac,-0.209993,0.737143,0.465116
tier1,deployment175,lac,-0.210654,0.742857,0.469231
tier1,deployment175,lac,-0.213403,0.748571,0.473282
tier1,deployment175,lac,-0.213636,0.754286,0.469697
tier1,deployment175,lac,-0.213833,0.76,0.466165
tier1,deployment175,lac,-0.214603,0.765714,0.470149
tier1,deployment175,lac,-0.215151,0.771429,0.474074
tier1,deployment175,lac,-0.215355,0.777143,0.470588
tier1,deployment175,lac,-0.215775,0.782857,0.467153
tier1,deployment175,lac,-0.216099,0.788571,0.471014
tier1,deployment175,lac,-0.217987,0.794286,0.467626
tier1,deployment175,lac,-0.218044,0.8,0.471429
tier1,deployment175,lac,-0.218464,0.805714,0.475177
tier1,deployment175,lac,-0.2186,0.811429,0.471831
tier1,deployment175,lac,-0.220463,0.817143,0.475524
tier1,deployment175,lac,-0.220923,0.822857,0.472222
tier1,deployment175,lac,-0.222133,0.828571,0.475862
tier1,deployment175,lac,-0.222732,0.834286,0.472603
tier1,deployment175,lac,-0.224507,0.84,0.469388
tier1,deployment175,lac,-0.224834,0.845714,0.466216
tier1,deployment175,lac,-0.228578,0.851429,0.469799
tier1,deployment175,lac,-0.228618,0.857143,0.473333
tier1,deployment175,lac,-0.229374,0.862857,0.476821
tier1,deployment175,lac,-0.230599,0.868571,0.480263
tier1,deployment175,lac,-0.231366,0.874286,0.48366
tier1,deployment175,lac,-0.234383,0.88,0.480519
tier1,deployment175,lac,-0.235667,0.885714,0.483871
tier1,deployment175,lac,-0.236584,0.891429,0.480769
tier1,deployment175,lac,-0.23695,0.897143,0.477707
tier1,deployment175,lac,-0.237605,0.902857,0.474684
tier1,deployment175,lac,-0.240176,0.908571,0.477987
tier1,deployment175,lac,-0.241277,0.914286,0.475
tier1,deployment175,lac,-0.24274,0.92,0.478261
tier1,deployment175,lac,-0.243038,0.925714,0.481481
tier1,deployment175,lac,-0.244907,0.931429,0.478528
tier1,deployment175,lac,-0.245939,0.937143,0.481707
tier1,deployment175,lac,-0.250382,0.942857,0.478788
tier1,deployment175,lac,-0.252282,0.948571,0.481928
tier1,deployment175,lac,-0.262904,0.954286,0.479042
tier1,deployment175,lac,-0.265251,0.96,0.482143
tier1,deployment175,lac,-0.279331,0.965714,0.485207
tier1,deployment175,lac,-0.285859,0.971429,0.482353
tier1,deployment175,lac,-0.291561,0.977143,0.479532
tier1,deployment175,lac,-0.295355,0.982857,0.482558
tier1,deployment175,lac,-0.301326,0.988571,0.479769
tier1,deployment175,lac,-0.306596,0.994286,0.477011
tier1,deployment175,lac,-0.308487,1.0,0.48
tier1,deployment175,margin,0.816781,0.005714,0.0
tier1,deployment175,margin,0.768091,0.011429,0.0
tier1,deployment175,margin,0.760157,0.017143,0.0
tier1,deployment175,margin,0.705782,0.022857,0.0
tier1,deployment175,margin,0.681769,0.028571,0.0
tier1,deployment175,margin,0.645637,0.034286,0.0
tier1,deployment175,margin,0.645342,0.04,0.0
tier1,deployment175,margin,0.644638,0.045714,0.0
tier1,deployment175,margin,0.642309,0.051429,0.0
tier1,deployment175,margin,0.609235,0.057143,0.0
tier1,deployment175,margin,0.596433,0.062857,0.0
tier1,deployment175,margin,0.593172,0.068571,0.083333
tier1,deployment175,margin,0.585726,0.074286,0.076923
tier1,deployment175,margin,0.538269,0.08,0.071429
tier1,deployment175,margin,0.526887,0.085714,0.066667
tier1,deployment175,margin,0.526465,0.091429,0.0625
tier1,deployment175,margin,0.524981,0.097143,0.058824
tier1,deployment175,margin,0.518419,0.102857,0.055556
tier1,deployment175,margin,0.515027,0.108571,0.052632
tier1,deployment175,margin,0.505088,0.114286,0.05
tier1,deployment175,margin,0.503134,0.12,0.047619
tier1,deployment175,margin,0.497128,0.125714,0.045455
tier1,deployment175,margin,0.484495,0.131429,0.086957
tier1,deployment175,margin,0.47716,0.137143,0.083333
tier1,deployment175,margin,0.468062,0.142857,0.12
tier1,deployment175,margin,0.442801,0.148571,0.115385
tier1,deployment175,margin,0.420923,0.154286,0.111111
tier1,deployment175,margin,0.404493,0.16,0.107143
tier1,deployment175,margin,0.391032,0.165714,0.137931
tier1,deployment175,margin,0.383332,0.171429,0.133333
tier1,deployment175,margin,0.372219,0.177143,0.129032
tier1,deployment175,margin,0.368148,0.182857,0.15625
tier1,deployment175,margin,0.358998,0.188571,0.181818
tier1,deployment175,margin,0.35642,0.194286,0.205882
tier1,deployment175,margin,0.346132,0.2,0.228571
tier1,deployment175,margin,0.340911,0.205714,0.222222
tier1,deployment175,margin,0.338,0.211429,0.243243
tier1,deployment175,margin,0.332848,0.217143,0.236842
tier1,deployment175,margin,0.326561,0.222857,0.230769
tier1,deployment175,margin,0.323028,0.228571,0.225
tier1,deployment175,margin,0.322435,0.234286,0.219512
tier1,deployment175,margin,0.320771,0.24,0.214286
tier1,deployment175,margin,0.306459,0.245714,0.209302
tier1,deployment175,margin,0.289084,0.251429,0.204545
tier1,deployment175,margin,0.287141,0.257143,0.222222
tier1,deployment175,margin,0.276793,0.262857,0.217391
tier1,deployment175,margin,0.2707,0.268571,0.212766
tier1,deployment175,margin,0.266969,0.274286,0.229167
tier1,deployment175,margin,0.258939,0.28,0.244898
tier1,deployment175,margin,0.25458,0.285714,0.26
tier1,deployment175,margin,0.242075,0.291429,0.27451
tier1,deployment175,margin,0.237371,0.297143,0.269231
tier1,deployment175,margin,0.23211,0.302857,0.264151
tier1,deployment175,margin,0.224552,0.308571,0.259259
tier1,deployment175,margin,0.224484,0.314286,0.254545
tier1,deployment175,margin,0.214524,0.32,0.25
tier1,deployment175,margin,0.209315,0.325714,0.263158
tier1,deployment175,margin,0.202482,0.331429,0.258621
tier1,deployment175,margin,0.199863,0.337143,0.271186
tier1,deployment175,margin,0.197009,0.342857,0.283333
tier1,deployment175,margin,0.196768,0.348571,0.278689
tier1,deployment175,margin,0.195498,0.354286,0.290323
tier1,deployment175,margin,0.190216,0.36,0.285714
tier1,deployment175,margin,0.183101,0.365714,0.28125
tier1,deployment175,margin,0.182296,0.371429,0.276923
tier1,deployment175,margin,0.18108,0.377143,0.272727
tier1,deployment175,margin,0.178956,0.382857,0.283582
tier1,deployment175,margin,0.177247,0.388571,0.279412
tier1,deployment175,margin,0.175752,0.394286,0.275362
tier1,deployment175,margin,0.175226,0.4,0.271429
tier1,deployment175,margin,0.173841,0.405714,0.267606
tier1,deployment175,margin,0.172231,0.411429,0.277778
tier1,deployment175,margin,0.167623,0.417143,0.273973
tier1,deployment175,margin,0.164747,0.422857,0.27027
tier1,deployment175,margin,0.164153,0.428571,0.28
tier1,deployment175,margin,0.163553,0.434286,0.276316
tier1,deployment175,margin,0.162345,0.44,0.285714
tier1,deployment175,margin,0.159284,0.445714,0.294872
tier1,deployment175,margin,0.158223,0.451429,0.291139
tier1,deployment175,margin,0.157757,0.457143,0.3
tier1,deployment175,margin,0.157704,0.462857,0.296296
tier1,deployment175,margin,0.157525,0.468571,0.304878
tier1,deployment175,margin,0.154739,0.474286,0.313253
tier1,deployment175,margin,0.14675,0.48,0.321429
tier1,deployment175,margin,0.142397,0.485714,0.329412
tier1,deployment175,margin,0.136822,0.491429,0.325581
tier1,deployment175,margin,0.136069,0.497143,0.321839
tier1,deployment175,margin,0.135894,0.502857,0.318182
tier1,deployment175,margin,0.133702,0.508571,0.314607
tier1,deployment175,margin,0.133425,0.514286,0.311111
tier1,deployment175,margin,0.132853,0.52,0.307692
tier1,deployment175,margin,0.131561,0.525714,0.315217
tier1,deployment175,margin,0.1314,0.531429,0.322581
tier1,deployment175,margin,0.131129,0.537143,0.319149
tier1,deployment175,margin,0.118523,0.542857,0.326316
tier1,deployment175,margin,0.116069,0.548571,0.333333
tier1,deployment175,margin,0.115307,0.554286,0.340206
tier1,deployment175,margin,0.115139,0.56,0.346939
tier1,deployment175,margin,0.110027,0.565714,0.343434
tier1,deployment175,margin,0.109521,0.571429,0.35
tier1,deployment175,margin,0.106796,0.577143,0.346535
tier1,deployment175,margin,0.103011,0.582857,0.343137
tier1,deployment175,margin,0.102989,0.588571,0.349515
tier1,deployment175,margin,0.100889,0.594286,0.355769
tier1,deployment175,margin,0.0987,0.6,0.361905
tier1,deployment175,margin,0.09693,0.605714,0.367925
tier1,deployment175,margin,0.093931,0.611429,0.373832
tier1,deployment175,margin,0.092568,0.617143,0.37963
tier1,deployment175,margin,0.090975,0.622857,0.385321
tier1,deployment175,margin,0.090464,0.628571,0.381818
tier1,deployment175,margin,0.089202,0.634286,0.387387
tier1,deployment175,margin,0.088495,0.64,0.383929
tier1,deployment175,margin,0.088283,0.645714,0.389381
tier1,deployment175,margin,0.08751,0.651429,0.394737
tier1,deployment175,margin,0.087285,0.657143,0.4
tier1,deployment175,margin,0.087018,0.662857,0.405172
tier1,deployment175,margin,0.086352,0.668571,0.410256
tier1,deployment175,margin,0.086224,0.674286,0.40678
tier1,deployment175,margin,0.084638,0.68,0.411765
tier1,deployment175,margin,0.079073,0.685714,0.408333
tier1,deployment175,margin,0.075842,0.691429,0.413223
tier1,deployment175,margin,0.075531,0.697143,0.418033
tier1,deployment175,margin,0.068834,0.702857,0.422764
tier1,deployment175,margin,0.068466,0.708571,0.419355
tier1,deployment175,margin,0.067047,0.714286,0.424
tier1,deployment175,margin,0.066441,0.72,0.420635
tier1,deployment175,margin,0.066014,0.725714,0.417323
tier1,deployment175,margin,0.065745,0.731429,0.421875
tier1,deployment175,margin,0.065202,0.737143,0.426357
tier1,deployment175,margin,0.060905,0.742857,0.423077
tier1,deployment175,margin,0.060595,0.748571,0.419847
tier1,deployment175,margin,0.057315,0.754286,0.416667
tier1,deployment175,margin,0.056306,0.76,0.421053
tier1,deployment175,margin,0.054313,0.765714,0.41791
tier1,deployment175,margin,0.053788,0.771429,0.414815
tier1,deployment175,margin,0.052455,0.777143,0.419118
tier1,deployment175,margin,0.05242,0.782857,0.423358
tier1,deployment175,margin,0.047309,0.788571,0.427536
tier1,deployment175,margin,0.047069,0.794286,0.431655
tier1,deployment175,margin,0.046567,0.8,0.435714
tier1,deployment175,margin,0.045418,0.805714,0.439716
tier1,deployment175,margin,0.041552,0.811429,0.443662
tier1,deployment175,margin,0.041288,0.817143,0.447552
tier1,deployment175,margin,0.040872,0.822857,0.451389
tier1,deployment175,margin,0.040012,0.828571,0.455172
tier1,deployment175,margin,0.038728,0.834286,0.458904
tier1,deployment175,margin,0.037772,0.84,0.462585
tier1,deployment175,margin,0.036883,0.845714,0.459459
tier1,deployment175,margin,0.036354,0.851429,0.463087
tier1,deployment175,margin,0.034167,0.857143,0.466667
tier1,deployment175,margin,0.033917,0.862857,0.463576
tier1,deployment175,margin,0.031722,0.868571,0.467105
tier1,deployment175,margin,0.030895,0.874286,0.470588
tier1,deployment175,margin,0.027389,0.88,0.467532
tier1,deployment175,margin,0.027225,0.885714,0.470968
tier1,deployment175,margin,0.025672,0.891429,0.474359
tier1,deployment175,margin,0.023427,0.897143,0.477707
tier1,deployment175,margin,0.022643,0.902857,0.474684
tier1,deployment175,margin,0.021946,0.908571,0.471698
tier1,deployment175,margin,0.016043,0.914286,0.475
tier1,deployment175,margin,0.012478,0.92,0.478261
tier1,deployment175,margin,0.010339,0.925714,0.475309
tier1,deployment175,margin,0.009656,0.931429,0.472393
tier1,deployment175,margin,0.009256,0.937143,0.47561
tier1,deployment175,margin,0.008689,0.942857,0.472727
tier1,deployment175,margin,0.008654,0.948571,0.475904
tier1,deployment175,margin,0.007846,0.954286,0.479042
tier1,deployment175,margin,0.00666,0.96,0.482143
tier1,deployment175,margin,0.006065,0.965714,0.485207
tier1,deployment175,margin,0.005991,0.971429,0.488235
tier1,deployment175,margin,0.004697,0.977143,0.48538
tier1,deployment175,margin,0.002189,0.982857,0.482558
tier1,deployment175,margin,0.002179,0.988571,0.485549
tier1,deployment175,margin,0.000539,0.994286,0.482759
tier1,deployment175,margin,0.00049,1.0,0.48
tier2,benchmark45,aps,0.971267,0.022222,0.0
tier2,benchmark45,aps,0.961467,0.044444,0.0
tier2,benchmark45,aps,0.949684,0.066667,0.0
tier2,benchmark45,aps,0.944495,0.088889,0.0
tier2,benchmark45,aps,0.942413,0.111111,0.0
tier2,benchmark45,aps,0.940707,0.133333,0.0
tier2,benchmark45,aps,0.934993,0.155556,0.0
tier2,benchmark45,aps,0.924645,0.177778,0.125
tier2,benchmark45,aps,0.921844,0.2,0.111111
tier2,benchmark45,aps,0.914717,0.222222,0.1
tier2,benchmark45,aps,0.899512,0.244444,0.090909
tier2,benchmark45,aps,0.885005,0.266667,0.083333
tier2,benchmark45,aps,0.879601,0.288889,0.153846
tier2,benchmark45,aps,0.876125,0.311111,0.142857
tier2,benchmark45,aps,0.874813,0.333333,0.2
tier2,benchmark45,aps,0.871263,0.355556,0.25
tier2,benchmark45,aps,0.826804,0.377778,0.235294
tier2,benchmark45,aps,0.817917,0.4,0.222222
tier2,benchmark45,aps,0.817275,0.422222,0.210526
tier2,benchmark45,aps,0.815172,0.444444,0.2
tier2,benchmark45,aps,0.811881,0.466667,0.238095
tier2,benchmark45,aps,0.811695,0.488889,0.227273
tier2,benchmark45,aps,0.811595,0.511111,0.217391
tier2,benchmark45,aps,0.802354,0.533333,0.25
tier2,benchmark45,aps,0.766628,0.555556,0.28
tier2,benchmark45,aps,0.763478,0.577778,0.269231
tier2,benchmark45,aps,0.762591,0.6,0.259259
tier2,benchmark45,aps,0.738573,0.622222,0.25
tier2,benchmark45,aps,0.727004,0.644444,0.241379
tier2,benchmark45,aps,0.711054,0.666667,0.266667
tier2,benchmark45,aps,0.71079,0.688889,0.258065
tier2,benchmark45,aps,0.695282,0.711111,0.25
tier2,benchmark45,aps,0.675925,0.733333,0.242424
tier2,benchmark45,aps,0.675455,0.755556,0.235294
tier2,benchmark45,aps,0.675299,0.777778,0.257143
tier2,benchmark45,aps,0.675255,0.8,0.25
tier2,benchmark45,aps,0.661208,0.822222,0.243243
tier2,benchmark45,aps,0.649395,0.844444,0.263158
tier2,benchmark45,aps,0.626935,0.866667,0.282051
tier2,benchmark45,aps,0.623427,0.888889,0.275
tier2,benchmark45,aps,0.596789,0.911111,0.268293
tier2,benchmark45,aps,0.588388,0.933333,0.261905
tier2,benchmark45,aps,0.556272,0.955556,0.255814
tier2,benchmark45,aps,0.537202,0.977778,0.272727
tier2,benchmark45,aps,0.488449,1.0,0.266667
tier2,benchmark45,confidence,0.913939,0.022222,0.0
tier2,benchmark45,confidence,0.908784,0.044444,0.0
tier2,benchmark45,confidence,0.904258,0.066667,0.0
tier2,benchmark45,confidence,0.899089,0.088889,0.0
tier2,benchmark45,confidence,0.898405,0.111111,0.0
tier2,benchmark45,confidence,0.882164,0.133333,0.0
tier2,benchmark45,confidence,0.835342,0.155556,0.0
tier2,benchmark45,confidence,0.826092,0.177778,0.0
tier2,benchmark45,confidence,0.802461,0.2,0.0
tier2,benchmark45,confidence,0.799277,0.222222,0.0
tier2,benchmark45,confidence,0.781099,0.244444,0.0
tier2,benchmark45,confidence,0.73933,0.266667,0.0
tier2,benchmark45,confidence,0.700656,0.288889,0.076923
tier2,benchmark45,confidence,0.693676,0.311111,0.071429
tier2,benchmark45,confidence,0.687967,0.333333,0.066667
tier2,benchmark45,confidence,0.671071,0.355556,0.125
tier2,benchmark45,confidence,0.66716,0.377778,0.117647
tier2,benchmark45,confidence,0.654207,0.4,0.166667
tier2,benchmark45,confidence,0.616416,0.422222,0.157895
tier2,benchmark45,confidence,0.605205,0.444444,0.15
tier2,benchmark45,confidence,0.593832,0.466667,0.142857
tier2,benchmark45,confidence,0.589451,0.488889,0.136364
tier2,benchmark45,confidence,0.51554,0.511111,0.173913
tier2,benchmark45,confidence,0.500708,0.533333,0.208333
tier2,benchmark45,confidence,0.49668,0.555556,0.24
tier2,benchmark45,confidence,0.494234,0.577778,0.230769
tier2,benchmark45,confidence,0.488917,0.6,0.259259
tier2,benchmark45,confidence,0.471543,0.622222,0.25
tier2,benchmark45,confidence,0.462892,0.644444,0.275862
tier2,benchmark45,confidence,0.46074,0.666667,0.266667
tier2,benchmark45,confidence,0.456267,0.688889,0.258065
tier2,benchmark45,confidence,0.452537,0.711111,0.28125
tier2,benchmark45,confidence,0.438563,0.733333,0.30303
tier2,benchmark45,confidence,0.437406,0.755556,0.294118
tier2,benchmark45,confidence,0.412873,0.777778,0.285714
tier2,benchmark45,confidence,0.412298,0.8,0.277778
tier2,benchmark45,confidence,0.403203,0.822222,0.297297
tier2,benchmark45,confidence,0.402582,0.844444,0.289474
tier2,benchmark45,confidence,0.385865,0.866667,0.282051
tier2,benchmark45,confidence,0.382822,0.888889,0.275
tier2,benchmark45,confidence,0.339694,0.911111,0.268293
tier2,benchmark45,confidence,0.335344,0.933333,0.261905
tier2,benchmark45,confidence,0.302135,0.955556,0.255814
tier2,benchmark45,confidence,0.29837,0.977778,0.272727
tier2,benchmark45,confidence,0.291778,1.0,0.266667
tier2,benchmark45,lac,-0.021053,0.022222,0.0
tier2,benchmark45,lac,-0.031923,0.044444,0.0
tier2,benchmark45,lac,-0.04609,0.066667,0.0
tier2,benchmark45,lac,-0.050596,0.088889,0.0
tier2,benchmark45,lac,-0.064169,0.111111,0.0
tier2,benchmark45,lac,-0.067009,0.133333,0.0
tier2,benchmark45,lac,-0.076848,0.155556,0.0
tier2,benchmark45,lac,-0.079303,0.177778,0.0
tier2,benchmark45,lac,-0.082544,0.2,0.0
tier2,benchmark45,lac,-0.116321,0.222222,0.0
tier2,benchmark45,lac,-0.124241,0.244444,0.0
tier2,benchmark45,lac,-0.129308,0.266667,0.0
tier2,benchmark45,lac,-0.133618,0.288889,0.0
tier2,benchmark45,lac,-0.137552,0.311111,0.0
tier2,benchmark45,lac,-0.144535,0.333333,0.0
tier2,benchmark45,lac,-0.147062,0.355556,0.0
tier2,benchmark45,lac,-0.157386,0.377778,0.0
tier2,benchmark45,lac,-0.178945,0.4,0.055556
tier2,benchmark45,lac,-0.182514,0.422222,0.052632
tier2,benchmark45,lac,-0.186314,0.444444,0.05
tier2,benchmark45,lac,-0.188372,0.466667,0.095238
tier2,benchmark45,lac,-0.196857,0.488889,0.136364
tier2,benchmark45,lac,-0.203742,0.511111,0.173913
tier2,benchmark45,lac,-0.203912,0.533333,0.166667
tier2,benchmark45,lac,-0.210347,0.555556,0.2
tier2,benchmark45,lac,-0.212408,0.577778,0.230769
tier2,benchmark45,lac,-0.216556,0.6,0.222222
tier2,benchmark45,lac,-0.217763,0.622222,0.214286
tier2,benchmark45,lac,-0.237563,0.644444,0.206897
tier2,benchmark45,lac,-0.237849,0.666667,0.2
tier2,benchmark45,lac,-0.238831,0.688889,0.225806
tier2,benchmark45,lac,-0.248694,0.711111,0.21875
tier2,benchmark45,lac,-0.261445,0.733333,0.212121
tier2,benchmark45,lac,-0.263626,0.755556,0.205882
tier2,benchmark45,lac,-0.264495,0.777778,0.2
tier2,benchmark45,lac,-0.270439,0.8,0.222222
tier2,benchmark45,lac,-0.278386,0.822222,0.216216
tier2,benchmark45,lac,-0.282409,0.844444,0.210526
tier2,benchmark45,lac,-0.296341,0.866667,0.230769
tier2,benchmark45,lac,-0.305674,0.888889,0.25
tier2,benchmark45,lac,-0.335991,0.911111,0.243902
tier2,benchmark45,lac,-0.358905,0.933333,0.238095
