signal,test,alpha,window,n_windows,count,rate,ci_low,ci_high,expected_tickets_to_alarm,contaminant,contamination,n_contaminants,reference,saturated,undefined_p
A,conditional_binomial,0.05,50,2000,63,0.0315,0.024288566203896703,0.040123971659625404,1587.3015873015872,adversarial,0.05,2,leave_one_out_174,False,
A,ks,0.05,50,2000,40,0.02,0.014325786914066904,0.02713557726865834,2500.0,adversarial,0.05,2,leave_one_out_174,False,
A,marginal_binomial,0.1,50,2000,285,0.1425,0.12746255450028085,0.15859359741879328,350.87719298245617,adversarial,0.05,2,leave_one_out_174,False,
A,conditional_binomial,0.1,50,2000,29,0.0145,0.009731812290767167,0.020758479301277086,3448.275862068965,adversarial,0.05,2,leave_one_out_174,False,
A,ks,0.1,50,2000,40,0.02,0.014325786914066904,0.02713557726865834,2500.0,adversarial,0.05,2,leave_one_out_174,False,
A,marginal_binomial,0.2,50,2000,110,0.055,0.04541715292148978,0.06591197819998716,909.0909090909091,adversarial,0.05,2,leave_one_out_174,False,
A,conditional_binomial,0.2,50,2000,20,0.01,0.0061186575427434635,0.015402125783560048,5000.0,adversarial,0.05,2,leave_one_out_174,False,
A,ks,0.2,50,2000,40,0.02,0.014325786914066904,0.02713557726865834,2500.0,adversarial,0.05,2,leave_one_out_174,False,
A,marginal_binomial,0.01,50,2000,1245,0.6225,0.6008376560082851,0.6438025495844727,80.32128514056224,benchmark,0.1,5,leave_one_out_174,False,
A,conditional_binomial,0.01,50,2000,587,0.2935,0.2736077494175851,0.3139993545533635,170.35775127768315,benchmark,0.1,5,leave_one_out_174,False,
A,ks,0.01,50,2000,87,0.0435,0.034985862846768585,0.05338259889337252,1149.4252873563219,benchmark,0.1,5,leave_one_out_174,False,
A,marginal_binomial,0.05,50,2000,869,0.4345,0.4126353135290074,0.4565570020069805,115.07479861910242,benchmark,0.1,5,leave_one_out_174,False,
A,conditional_binomial,0.05,50,2000,427,0.2135,0.19572131683774205,0.23212249308572194,234.192037470726,benchmark,0.1,5,leave_one_out_174,False,
A,ks,0.05,50,2000,87,0.0435,0.034985862846768585,0.05338259889337252,1149.4252873563219,benchmark,0.1,5,leave_one_out_174,False,
A,marginal_binomial,0.1,50,2000,769,0.3845,0.36311208065629974,0.40622713593247334,130.03901170351105,benchmark,0.1,5,leave_one_out_174,False,
A,conditional_binomial,0.1,50,2000,191,0.0955,0.0829694089771893,0.1092302863802822,523.5602094240837,benchmark,0.1,5,leave_one_out_174,False,
A,ks,0.1,50,2000,87,0.0435,0.034985862846768585,0.05338259889337252,1149.4252873563219,benchmark,0.1,5,leave_one_out_174,False,
A,marginal_binomial,0.2,50,2000,255,0.1275,0.11318665286713894,0.1429149116059645,392.156862745098,benchmark,0.1,5,leave_one_out_174,False,
A,conditional_binomial,0.2,50,2000,51,0.0255,0.01904401061075201,0.033392744443928375,1960.7843137254904,benchmark,0.1,5,leave_one_out_174,False,
A,ks,0.2,50,2000,87,0.0435,0.034985862846768585,0.05338259889337252,1149.4252873563219,benchmark,0.1,5,leave_one_out_174,False,
A,marginal_binomial,0.01,50,2000,1996,0.998,0.9948871913946538,0.999454806874789,50.100200400801604,ood,0.1,5,leave_one_out_174,False,
A,conditional_binomial,0.01,50,2000,1955,0.9775,0.9700080674226914,0.9835421317874048,51.15089514066496,ood,0.1,5,leave_one_out_174,False,
A,ks,0.01,50,2000,158,0.079,0.06755226521576754,0.091699105878862,632.9113924050633,ood,0.1,5,leave_one_out_174,False,
A,marginal_binomial,0.05,50,2000,1711,0.8555,0.8393204288957161,0.8706294539776467,58.445353594389246,ood,0.1,5,leave_one_out_174,False,
A,conditional_binomial,0.05,50,2000,1157,0.5785,0.5565067161077293,0.600262785757534,86.4304235090752,ood,0.1,5,leave_one_out_174,False,
A,ks,0.05,50,2000,158,0.079,0.06755226521576754,0.091699105878862,632.9113924050633,ood,0.1,5,leave_one_out_174,False,
A,marginal_binomial,0.1,50,2000,1342,0.671,0.6499189870112216,0.6915785277287159,74.51564828614009,ood,0.1,5,leave_one_out_174,False,
A,conditional_binomial,0.1,50,2000,459,0.2295,0.21122781903875812,0.24856850428243882,217.8649237472767,ood,0.1,5,leave_one_out_174,False,
A,ks,0.1,50,2000,158,0.079,0.06755226521576754,0.091699105878862,632.9113924050633,ood,0.1,5,leave_one_out_174,False,
A,marginal_binomial,0.2,50,2000,504,0.252,0.23309709662224992,0.27163258959860814,198.4126984126984,ood,0.1,5,leave_one_out_174,False,
A,conditional_binomial,0.2,50,2000,137,0.0685,0.05781847640300085,0.08046641554391681,729.92700729927,ood,0.1,5,leave_one_out_174,False,
A,ks,0.2,50,2000,158,0.079,0.06755226521576754,0.091699105878862,632.9113924050633,ood,0.1,5,leave_one_out_174,False,
A,marginal_binomial,0.01,50,2000,1946,0.973,0.9649163594185743,0.9796531421511668,51.38746145940391,adversarial,0.1,5,leave_one_out_174,False,
A,conditional_binomial,0.01,50,2000,1659,0.8295,0.812288473336941,0.8457395213385589,60.27727546714888,adversarial,0.1,5,leave_one_out_174,False,
A,ks,0.01,50,2000,144,0.072,0.06105545546561009,0.08421819341863376,694.4444444444445,adversarial,0.1,5,leave_one_out_174,False,
A,marginal_binomial,0.05,50,2000,1808,0.904,0.8902404403434343,0.9165614157287773,55.309734513274336,adversarial,0.1,5,leave_one_out_174,False,
A,conditional_binomial,0.05,50,2000,1298,0.649,0.6276260264627309,0.6699362420885455,77.04160246533128,adversarial,0.1,5,leave_one_out_174,False,
A,ks,0.05,50,2000,144,0.072,0.06105545546561009,0.08421819341863376,694.4444444444445,adversarial,0.1,5,leave_one_out_174,False,
A,marginal_binomial,0.1,50,2000,1365,0.6825,0.661592281769992,0.7028713618505513,73.26007326007326,adversarial,0.1,5,leave_one_out_174,False,
A,conditional_binomial,0.1,50,2000,485,0.2425,0.22385476637319293,0.261903037517345,206.18556701030928,adversarial,0.1,5,leave_one_out_174,False,
A,ks,0.1,50,2000,144,0.072,0.06105545546561009,0.08421819341863376,694.4444444444445,adversarial,0.1,5,leave_one_out_174,False,
A,marginal_binomial,0.2,50,2000,512,0.256,0.23699224376148895,0.27572561058823325,195.3125,adversarial,0.1,5,leave_one_out_174,False,
A,conditional_binomial,0.2,50,2000,115,0.0575,0.047702477380250706,0.06861833547127535,869.5652173913043,adversarial,0.1,5,leave_one_out_174,False,
A,ks,0.2,50,2000,144,0.072,0.06105545546561009,0.08421819341863376,694.4444444444445,adversarial,0.1,5,leave_one_out_174,False,
A,marginal_binomial,0.01,50,2000,1919,0.9595,0.9499114510499942,0.9677094434267993,52.11047420531527,benchmark,0.25,12,leave_one_out_174,False,
A,conditional_binomial,0.01,50,2000,1693,0.8465,0.8299457316456147,0.8620312572516599,59.06674542232723,benchmark,0.25,12,leave_one_out_174,False,
A,ks,0.01,50,2000,1055,0.5275,0.5053433139399275,0.5495759514209599,94.7867298578199,benchmark,0.25,12,leave_one_out_174,False,
A,marginal_binomial,0.05,50,2000,1957,0.9785,0.971147958314677,0.9843977023742738,51.09862033725089,benchmark,0.25,12,leave_one_out_174,False,
A,conditional_binomial,0.05,50,2000,1871,0.9355,0.9238314785491434,0.9458706798994228,53.447354355959384,benchmark,0.25,12,leave_one_out_174,False,
A,ks,0.05,50,2000,1055,0.5275,0.5053433139399275,0.5495759514209599,94.7867298578199,benchmark,0.25,12,leave_one_out_174,False,
A,marginal_binomial,0.1,50,2000,1903,0.9515,0.9411522948410237,0.9604965913707777,52.54860746190226,benchmark,0.25,12,leave_one_out_174,False,
A,conditional_binomial,0.1,50,2000,1559,0.7795,0.7606775618066638,0.7974994151670869,64.14368184733804,benchmark,0.25,12,leave_one_out_174,False,
A,ks,0.1,50,2000,1055,0.5275,0.5053433139399275,0.5495759514209599,94.7867298578199,benchmark,0.25,12,leave_one_out_174,False,
A,marginal_binomial,0.2,50,2000,1283,0.6415,0.620037393476794,0.6625469389214276,77.9423226812159,benchmark,0.25,12,leave_one_out_174,False,
A,conditional_binomial,0.2,50,2000,704,0.352,0.3310486728912531,0.37338611640364366,142.04545454545456,benchmark,0.25,12,leave_one_out_174,False,
A,ks,0.2,50,2000,1055,0.5275,0.5053433139399275,0.5495759514209599,94.7867298578199,benchmark,0.25,12,leave_one_out_174,False,
A,marginal_binomial,0.01,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.25,12,leave_one_out_174,True,
A,conditional_binomial,0.01,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.25,12,leave_one_out_174,True,
A,ks,0.01,50,2000,1994,0.997,0.9934817813900255,0.9988982817749746,50.150451354062184,ood,0.25,12,leave_one_out_174,False,
A,marginal_binomial,0.05,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.25,12,leave_one_out_174,True,
A,conditional_binomial,0.05,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.25,12,leave_one_out_174,True,
A,ks,0.05,50,2000,1994,0.997,0.9934817813900255,0.9988982817749746,50.150451354062184,ood,0.25,12,leave_one_out_174,False,
A,marginal_binomial,0.1,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.25,12,leave_one_out_174,True,
A,conditional_binomial,0.1,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.25,12,leave_one_out_174,True,
A,ks,0.1,50,2000,1994,0.997,0.9934817813900255,0.9988982817749746,50.150451354062184,ood,0.25,12,leave_one_out_174,False,
A,marginal_binomial,0.2,50,2000,1953,0.9765,0.9688714491810146,0.9826831869840871,51.20327700972862,ood,0.25,12,leave_one_out_174,False,
A,conditional_binomial,0.2,50,2000,1649,0.8245,0.8071067881247701,0.8409361670286266,60.64281382656155,ood,0.25,12,leave_one_out_174,False,
A,ks,0.2,50,2000,1994,0.997,0.9934817813900255,0.9988982817749746,50.150451354062184,ood,0.25,12,leave_one_out_174,False,
A,marginal_binomial,0.01,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.25,12,leave_one_out_174,True,
A,conditional_binomial,0.01,50,2000,1999,0.9995,0.997217360165341,0.9999873411761314,50.02501250625313,adversarial,0.25,12,leave_one_out_174,False,
A,ks,0.01,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.25,12,leave_one_out_174,True,
A,marginal_binomial,0.05,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.25,12,leave_one_out_174,True,
A,conditional_binomial,0.05,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.25,12,leave_one_out_174,True,
A,ks,0.05,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.25,12,leave_one_out_174,True,
A,marginal_binomial,0.1,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.25,12,leave_one_out_174,True,
A,conditional_binomial,0.1,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.25,12,leave_one_out_174,True,
A,ks,0.1,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.25,12,leave_one_out_174,True,
A,marginal_binomial,0.2,50,2000,1949,0.9745,0.9666072555560716,0.980955989389248,51.3083632632119,adversarial,0.25,12,leave_one_out_174,False,
A,conditional_binomial,0.2,50,2000,1641,0.8205,0.8029650186002335,0.837089893082561,60.93845216331505,adversarial,0.25,12,leave_one_out_174,False,
A,ks,0.2,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.25,12,leave_one_out_174,True,
A,marginal_binomial,0.01,50,2000,1999,0.9995,0.997217360165341,0.9999873411761314,50.02501250625313,benchmark,0.5,25,leave_one_out_174,False,
A,conditional_binomial,0.01,50,2000,1996,0.998,0.9948871913946538,0.999454806874789,50.100200400801604,benchmark,0.5,25,leave_one_out_174,False,
A,ks,0.01,50,2000,2000,1.0,0.998157260206594,1.0,50.0,benchmark,0.5,25,leave_one_out_174,True,
A,marginal_binomial,0.05,50,2000,2000,1.0,0.998157260206594,1.0,50.0,benchmark,0.5,25,leave_one_out_174,True,
A,conditional_binomial,0.05,50,2000,1999,0.9995,0.997217360165341,0.9999873411761314,50.02501250625313,benchmark,0.5,25,leave_one_out_174,False,
A,ks,0.05,50,2000,2000,1.0,0.998157260206594,1.0,50.0,benchmark,0.5,25,leave_one_out_174,True,
A,marginal_binomial,0.1,50,2000,2000,1.0,0.998157260206594,1.0,50.0,benchmark,0.5,25,leave_one_out_174,True,
A,conditional_binomial,0.1,50,2000,1998,0.999,0.9963923714301715,0.9998788724094432,50.050050050050054,benchmark,0.5,25,leave_one_out_174,False,
A,ks,0.1,50,2000,2000,1.0,0.998157260206594,1.0,50.0,benchmark,0.5,25,leave_one_out_174,True,
A,marginal_binomial,0.2,50,2000,1994,0.997,0.9934817813900255,0.9988982817749746,50.150451354062184,benchmark,0.5,25,leave_one_out_174,False,
A,conditional_binomial,0.2,50,2000,1955,0.9775,0.9700080674226914,0.9835421317874048,51.15089514066496,benchmark,0.5,25,leave_one_out_174,False,
A,ks,0.2,50,2000,2000,1.0,0.998157260206594,1.0,50.0,benchmark,0.5,25,leave_one_out_174,True,
A,marginal_binomial,0.01,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.5,25,leave_one_out_174,True,
A,conditional_binomial,0.01,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.5,25,leave_one_out_174,True,
A,ks,0.01,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.5,25,leave_one_out_174,True,
A,marginal_binomial,0.05,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.5,25,leave_one_out_174,True,
A,conditional_binomial,0.05,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.5,25,leave_one_out_174,True,
A,ks,0.05,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.5,25,leave_one_out_174,True,
A,marginal_binomial,0.1,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.5,25,leave_one_out_174,True,
A,conditional_binomial,0.1,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.5,25,leave_one_out_174,True,
A,ks,0.1,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.5,25,leave_one_out_174,True,
A,marginal_binomial,0.2,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.5,25,leave_one_out_174,True,
A,conditional_binomial,0.2,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.5,25,leave_one_out_174,True,
A,ks,0.2,50,2000,2000,1.0,0.998157260206594,1.0,50.0,ood,0.5,25,leave_one_out_174,True,
A,marginal_binomial,0.01,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.5,25,leave_one_out_174,True,
A,conditional_binomial,0.01,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.5,25,leave_one_out_174,True,
A,ks,0.01,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.5,25,leave_one_out_174,True,
A,marginal_binomial,0.05,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.5,25,leave_one_out_174,True,
A,conditional_binomial,0.05,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.5,25,leave_one_out_174,True,
A,ks,0.05,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.5,25,leave_one_out_174,True,
A,marginal_binomial,0.1,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.5,25,leave_one_out_174,True,
A,conditional_binomial,0.1,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.5,25,leave_one_out_174,True,
A,ks,0.1,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.5,25,leave_one_out_174,True,
A,marginal_binomial,0.2,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.5,25,leave_one_out_174,True,
A,conditional_binomial,0.2,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.5,25,leave_one_out_174,True,
A,ks,0.2,50,2000,2000,1.0,0.998157260206594,1.0,50.0,adversarial,0.5,25,leave_one_out_174,True,
A,marginal_binomial,0.01,100,2000,0,0.0,0.0,0.0018427397934059364,,none,0.0,0,leave_one_out_174,False,
A,conditional_binomial,0.01,100,2000,0,0.0,0.0,0.0018427397934059364,,none,0.0,0,leave_one_out_174,False,
A,ks,0.01,100,2000,0,0.0,0.0,0.0018427397934059364,,none,0.0,0,leave_one_out_174,False,
A,marginal_binomial,0.05,100,2000,0,0.0,0.0,0.0018427397934059364,,none,0.0,0,leave_one_out_174,False,
A,conditional_binomial,0.05,100,2000,0,0.0,0.0,0.0018427397934059364,,none,0.0,0,leave_one_out_174,False,
A,ks,0.05,100,2000,0,0.0,0.0,0.0018427397934059364,,none,0.0,0,leave_one_out_174,False,
A,marginal_binomial,0.1,100,2000,4,0.002,0.0005451931252109997,0.005112808605346209,50000.0,none,0.0,0,leave_one_out_174,False,
A,conditional_binomial,0.1,100,2000,0,0.0,0.0,0.0018427397934059364,,none,0.0,0,leave_one_out_174,False,
A,ks,0.1,100,2000,0,0.0,0.0,0.0018427397934059364,,none,0.0,0,leave_one_out_174,False,
A,marginal_binomial,0.2,100,2000,1,0.0005,1.2658823868557902e-05,0.0027826398346589465,200000.0,none,0.0,0,leave_one_out_174,False,
A,conditional_binomial,0.2,100,2000,0,0.0,0.0,0.0018427397934059364,,none,0.0,0,leave_one_out_174,False,
A,ks,0.2,100,2000,0,0.0,0.0,0.0018427397934059364,,none,0.0,0,leave_one_out_174,False,
A,marginal_binomial,0.01,100,2000,816,0.408,0.38635930010487934,0.4299108569612093,245.0980392156863,benchmark,0.05,5,leave_one_out_174,False,
A,conditional_binomial,0.01,100,2000,282,0.141,0.12603223314687992,0.1570284477414322,709.2198581560284,benchmark,0.05,5,leave_one_out_174,False,
A,ks,0.01,100,2000,5,0.0025,0.0008122259751939098,0.005824445334518517,40000.0,benchmark,0.05,5,leave_one_out_174,False,
A,marginal_binomial,0.05,100,2000,611,0.3055,0.2853601252593636,0.3262115939846792,327.33224222585926,benchmark,0.05,5,leave_one_out_174,False,
A,conditional_binomial,0.05,100,2000,18,0.009,0.005342443023395429,0.014186714471514504,11111.111111111111,benchmark,0.05,5,leave_one_out_174,False,
A,ks,0.05,100,2000,5,0.0025,0.0008122259751939098,0.005824445334518517,40000.0,benchmark,0.05,5,leave_one_out_174,False,
A,marginal_binomial,0.1,100,2000,222,0.111,0.09756060574219842,0.12559129581496015,900.9009009009009,benchmark,0.05,5,leave_one_out_174,False,
A,conditional_binomial,0.1,100,2000,5,0.0025,0.0008122259751939098,0.005824445334518517,40000.0,benchmark,0.05,5,leave_one_out_174,False,
A,ks,0.1,100,2000,5,0.0025,0.0008122259751939098,0.005824445334518517,40000.0,benchmark,0.05,5,leave_one_out_174,False,
A,marginal_binomial,0.2,100,2000,83,0.0415,0.03318762365085089,0.051187911683521464,2409.6385542168673,benchmark,0.05,5,leave_one_out_174,False,
A,conditional_binomial,0.2,100,2000,1,0.0005,1.2658823868557902e-05,0.0027826398346589465,200000.0,benchmark,0.05,5,leave_one_out_174,False,
A,ks,0.2,100,2000,5,0.0025,0.0008122259751939098,0.005824445334518517,40000.0,benchmark,0.05,5,leave_one_out_174,False,
A,marginal_binomial,0.01,100,2000,1965,0.9825,0.9757451105228085,0.9877811076991126,101.78117048346056,ood,0.05,5,leave_one_out_174,False,
A,conditional_binomial,0.01,100,2000,1797,0.8985,0.8844253027040643,0.9113935731693774,111.29660545353367,ood,0.05,5,leave_one_out_174,False,
A,ks,0.01,100,2000,7,0.0035,0.0014083038325025414,0.007197961714658002,28571.428571428572,ood,0.05,5,leave_one_out_174,False,
A,marginal_binomial,0.05,100,2000,1322,0.661,0.6397796448162957,0.6817473100118494,151.285930408472,ood,0.05,5,leave_one_out_174,False,
A,conditional_binomial,0.05,100,2000,95,0.0475,0.038597546324427016,0.05775700265037019,2105.2631578947367,ood,0.05,5,leave_one_out_174,False,
A,ks,0.05,100,2000,7,0.0035,0.0014083038325025414,0.007197961714658002,28571.428571428572,ood,0.05,5,leave_one_out_174,False,
A,marginal_binomial,0.1,100,2000,486,0.243,0.22434089614308972,0.26241542724636235,411.52263374485597,ood,0.05,5,leave_one_out_174,False,
A,conditional_binomial,0.1,100,2000,19,0.0095,0.005729035522963454,0.01479583217228858,10526.315789473685,ood,0.05,5,leave_one_out_174,False,
A,ks,0.1,100,2000,7,0.0035,0.0014083038325025414,0.007197961714658002,28571.428571428572,ood,0.05,5,leave_one_out_174,False,
A,marginal_binomial,0.2,100,2000,185,0.0925,0.08015665079544426,0.10605236890702867,1081.081081081081,ood,0.05,5,leave_one_out_174,False,
A,conditional_binomial,0.2,100,2000,3,0.0015,0.00030944294931233317,0.004377320104529616,66666.66666666667,ood,0.05,5,leave_one_out_174,False,
A,ks,0.2,100,2000,7,0.0035,0.0014083038325025414,0.007197961714658002,28571.428571428572,ood,0.05,5,leave_one_out_174,False,
A,marginal_binomial,0.01,100,2000,1769,0.8845,0.8696753055529414,0.8981865685487521,113.05822498586772,adversarial,0.05,5,leave_one_out_174,False,
A,conditional_binomial,0.01,100,2000,1308,0.654,0.6326882536153118,0.674859302687072,152.9051987767584,adversarial,0.05,5,leave_one_out_174,False,
A,ks,0.01,100,2000,8,0.004,0.0017284495734761454,0.007866303828537383,25000.0,adversarial,0.05,5,leave_one_out_174,False,
A,marginal_binomial,0.05,100,2000,1499,0.7495,0.7299028423464661,0.768363033419901,133.42228152101399,adversarial,0.05,5,leave_one_out_174,False,
A,conditional_binomial,0.05,100,2000,124,0.062,0.05182954876235306,0.07347644774288987,1612.9032258064517,adversarial,0.05,5,leave_one_out_174,False,
A,ks,0.05,100,2000,8,0.004,0.0017284495734761454,0.007866303828537383,25000.0,adversarial,0.05,5,leave_one_out_174,False,
A,marginal_binomial,0.1,100,2000,538,0.269,0.2496658665760566,0.28901356086010704,371.74721189591077,adversarial,0.05,5,leave_one_out_174,False,
A,conditional_binomial,0.1,100,2000,27,0.0135,0.008914927994426228,0.019581403564719605,7407.407407407408,adversarial,0.05,5,leave_one_out_174,False,
A,ks,0.1,100,2000,8,0.004,0.0017284495734761454,0.007866303828537383,25000.0,adversarial,0.05,5,leave_one_out_174,False,
A,marginal_binomial,0.2,100,2000,196,0.098,0.08531634979545652,0.11187559557537435,1020.408163265306,adversarial,0.05,5,leave_one_out_174,False,
A,conditional_binomial,0.2,100,2000,2,0.001,0.00012112759055682978,0.0036076285698285315,100000.0,adversarial,0.05,5,leave_one_out_174,False,
A,ks,0.2,100,2000,8,0.004,0.0017284495734761454,0.007866303828537383,25000.0,adversarial,0.05,5,leave_one_out_174,False,
A,marginal_binomial,0.01,100,2000,1596,0.798,0.7797230141058702,0.8153989827303035,125.31328320802004,benchmark,0.1,10,leave_one_out_174,False,
A,conditional_binomial,0.01,100,2000,1149,0.5745,0.5524854835642476,0.5962957675099503,174.06440382941688,benchmark,0.1,10,leave_one_out_174,False,
A,ks,0.01,100,2000,61,0.0305,0.0234086863264066,0.039007752060209316,3278.688524590164,benchmark,0.1,10,leave_one_out_174,False,
A,marginal_binomial,0.05,100,2000,1668,0.834,0.8169563726531928,0.8500581425719306,119.90407673860912,benchmark,0.1,10,leave_one_out_174,False,
A,conditional_binomial,0.05,100,2000,629,0.3145,0.2941850256154609,0.3353601695665961,317.9650238473768,benchmark,0.1,10,leave_one_out_174,False,
A,ks,0.05,100,2000,61,0.0305,0.0234086863264066,0.039007752060209316,3278.688524590164,benchmark,0.1,10,leave_one_out_174,False,
A,marginal_binomial,0.1,100,2000,1093,0.5465,0.5243771436017768,0.5684863357648562,182.9826166514181,benchmark,0.1,10,leave_one_out_174,False,
A,conditional_binomial,0.1,100,2000,250,0.125,0.11081354372582368,0.140295618807455,800.0,benchmark,0.1,10,leave_one_out_174,False,
A,ks,0.1,100,2000,61,0.0305,0.0234086863264066,0.039007752060209316,3278.688524590164,benchmark,0.1,10,leave_one_out_174,False,
A,marginal_binomial,0.2,100,2000,471,0.2355,0.21705263454327303,0.25472590408530094,424.6284501061571,benchmark,0.1,10,leave_one_out_174,False,
A,conditional_binomial,0.2,100,2000,43,0.0215,0.015602297625726232,0.028852041685322922,4651.162790697675,benchmark,0.1,10,leave_one_out_174,False,
A,ks,0.2,100,2000,61,0.0305,0.0234086863264066,0.039007752060209316,3278.688524590164,benchmark,0.1,10,leave_one_out_174,False,
A,marginal_binomial,0.01,100,2000,2000,1.0,0.998157260206594,1.0,100.0,ood,0.1,10,leave_one_out_174,True,
A,conditional_binomial,0.01,100,2000,2000,1.0,0.998157260206594,1.0,100.0,ood,0.1,10,leave_one_out_174,True,
A,ks,0.01,100,2000,202,0.101,0.08813611204483587,0.11504655601289734,990.09900990099,ood,0.1,10,leave_one_out_174,False,
A,marginal_binomial,0.05,100,2000,2000,1.0,0.998157260206594,1.0,100.0,ood,0.1,10,leave_one_out_174,True,
A,conditional_binomial,0.05,100,2000,1842,0.921,0.908300894121138,0.9324477347842325,108.57763300760043,ood,0.1,10,leave_one_out_174,False,
A,ks,0.05,100,2000,202,0.101,0.08813611204483587,0.11504655601289734,990.09900990099,ood,0.1,10,leave_one_out_174,False,
A,marginal_binomial,0.1,100,2000,1873,0.9365,0.9249077447348574,0.9467911577685408,106.78056593699947,ood,0.1,10,leave_one_out_174,False,
A,conditional_binomial,0.1,100,2000,999,0.4995,0.47735129910881224,0.5216501687609851,200.20020020020021,ood,0.1,10,leave_one_out_174,False,
A,ks,0.1,100,2000,202,0.101,0.08813611204483587,0.11504655601289734,990.09900990099,ood,0.1,10,leave_one_out_174,False,
A,marginal_binomial,0.2,100,2000,1144,0.572,0.5499729490311525,0.5938156449643219,174.82517482517483,ood,0.1,10,leave_one_out_174,False,
A,conditional_binomial,0.2,100,2000,195,0.0975,0.08484675023193886,0.11134674372191586,1025.6410256410256,ood,0.1,10,leave_one_out_174,False,
A,ks,0.2,100,2000,202,0.101,0.08813611204483587,0.11504655601289734,990.09900990099,ood,0.1,10,leave_one_out_174,False,
A,marginal_binomial,0.01,100,2000,1996,0.998,0.9948871913946538,0.999454806874789,100.20040080160321,adversarial,0.1,10,leave_one_out_174,False,
A,conditional_binomial,0.01,100,2000,1972,0.986,0.9798292487682052,0.9906774799112164,101.41987829614605,adversarial,0.1,10,leave_one_out_174,False,
A,ks,0.01,100,2000,193,0.0965,0.08390786673965057,0.11028872648373825,1036.2694300518135,adversarial,0.1,10,leave_one_out_174,False,
A,marginal_binomial,0.05,100,2000,2000,1.0,0.998157260206594,1.0,100.0,adversarial,0.1,10,leave_one_out_174,True,
A,conditional_binomial,0.05,100,2000,1959,0.9795,0.9722913434203908,0.9852496652497217,102.09290454313425,adversarial,0.1,10,leave_one_out_174,False,
A,ks,0.05,100,2000,193,0.0965,0.08390786673965057,0.11028872648373825,1036.2694300518135,adversarial,0.1,10,leave_one_out_174,False,
A,marginal_binomial,0.1,100,2000,1924,0.962,0.9526661356949869,0.9699457245568909,103.95010395010395,adversarial,0.1,10,leave_one_out_174,False,
A,conditional_binomial,0.1,100,2000,1131,0.5655,0.5434429979930195,0.5873646864709926,176.8346595932803,adversarial,0.1,10,leave_one_out_174,False,
A,ks,0.1,100,2000,193,0.0965,0.08390786673965057,0.11028872648373825,1036.2694300518135,adversarial,0.1,10,leave_one_out_174,False,
A,marginal_binomial,0.2,100,2000,1141,0.5705,0.5484656993404975,0.592327300289174,175.28483786152498,adversarial,0.1,10,leave_one_out_174,False,
A,conditional_binomial,0.2,100,2000,150,0.075,0.06383622222456224,0.08742784744015263,1333.3333333333335,adversarial,0.1,10,leave_one_out_174,False,
A,ks,0.2,100,2000,193,0.0965,0.08390786673965057,0.11028872648373825,1036.2694300518135,adversarial,0.1,10,leave_one_out_174,False,
A,marginal_binomial,0.01,100,2000,1996,0.998,0.9948871913946538,0.999454806874789,100.20040080160321,benchmark,0.25,25,leave_one_out_174,False,
