target_accuracy,derived_threshold,held_out_tier1_pct,held_out_cascade_accuracy,novel_tier1_pct,novel_cascade_accuracy,expanded45_tier1_pct,expanded45_cascade_accuracy
0.9,1.0001,0.0,1.0,0.0,0.7142857142857143,0.0,0.7333333333333333
0.8,0.5,1.0,1.0,0.2142857142857142,0.7142857142857143,0.0888888888888888,0.7111111111111111
0.7,0.5,1.0,1.0,0.2142857142857142,0.7142857142857143,0.0888888888888888,0.7111111111111111
