tier,alpha,n_calibration,nominal_coverage,coverage_calibration,coverage_benchmark,coverage_gap,coverage_sd,mean_set_size,singleton_rate,empty_rate,full_rate,noise_band_2sd,gap_outside_band,gap_in_sd
tier1,0.2,175,0.8,0.8057142857142857,0.6,-0.2,0.0302371578407381,2.688888888888889,0.0888888888888888,0.0,0.0,0.0604743156814762,True,-6.614378277661493
tier1,0.1,175,0.9,0.9085714285714286,0.6666666666666666,-0.2333333333333334,0.0226778683805536,3.4,0.0888888888888888,0.0,0.0222222222222222,0.0453557367611072,True,-10.289032876362315
tier1,0.05,175,0.95,0.96,0.8444444444444444,-0.1055555555555555,0.0164750894209582,5.0,0.0666666666666666,0.0,0.2444444444444444,0.0329501788419164,True,-6.406979219261581
tier1,0.01,175,0.99,1.0,0.9777777777777776,-0.0122222222222222,0.0075213980463361,6.666666666666667,0.0222222222222222,0.0,0.8888888888888888,0.0150427960926722,False,-1.6249934050726131
tier2,0.2,175,0.8,0.8057142857142857,0.7555555555555555,-0.0444444444444445,0.0302371578407381,1.1111111111111112,0.8444444444444444,0.0222222222222222,0.0,0.0604743156814762,False,-1.4698618394803338
tier2,0.1,175,0.9,0.9085714285714286,0.8888888888888888,-0.0111111111111111,0.0226778683805536,1.8222222222222224,0.3777777777777777,0.0,0.0,0.0453557367611072,False,-0.4899539464934429
tier2,0.05,175,0.95,0.96,0.9777777777777776,0.0277777777777777,0.0164750894209582,2.6,0.1777777777777777,0.0,0.0,0.0329501788419164,False,1.68604716296357
tier2,0.01,175,0.99,1.0,1.0,0.01,0.0075213980463361,4.8,0.0222222222222222,0.0,0.1777777777777777,0.0150427960926722,False,1.3295400586957768
