tier,rule,n_test,accuracy,live_gate_coverage,coverage_used,risk_at_gate,degenerate_at_gate,is_incumbent,risk_delta_vs_incumbent,risk_signal,aurc,aurc_delta_vs_incumbent,aurc_signal
tier1,aps,10441,0.3475720716406474,0.0614883631836031,0.0614883631836031,0.2320872274143302,no,False,0.0532140680141295,yes,0.5145057087454102,0.006259576222983,yes
tier1,confidence,10441,0.3475720716406474,0.0614883631836031,0.0614883631836031,0.1791277258566978,no,True,,,0.5082538815429595,,
tier1,lac,10441,0.3475720716406474,0.0614883631836031,0.0614883631836031,0.2289719626168224,no,False,0.0465958716347868,yes,0.5562311009033998,0.0479651696209822,yes
tier1,margin,10441,0.3475720716406474,0.0614883631836031,0.0614883631836031,0.1744548286604361,no,False,-0.0073685304249316,no,0.5174857420358182,0.0092237064359374,yes
tier2,aps,10441,0.3732401111004693,0.0614883631836031,0.0614883631836031,0.1323987538940809,no,False,0.0330036740542799,yes,0.4751890921292689,0.0017332730313455,no
tier2,confidence,10441,0.3732401111004693,0.0614883631836031,0.0614883631836031,0.0965732087227414,no,True,,,0.4734397085599017,,
tier2,lac,10441,0.3732401111004693,0.0614883631836031,0.0614883631836031,0.0887850467289719,no,False,-0.0071337084008237,no,0.5236110717526211,0.0501935827839429,yes
tier2,margin,10441,0.3732401111004693,0.0614883631836031,0.0614883631836031,0.087227414330218,no,False,-0.0084686697933894,no,0.4826410384101997,0.0092198665028034,yes
